parametro,valor
PH,0.2609597773580189
th1,0.7995575884635007
tw,0.3012716982550069
ASC2,-0.17075600496273957
ASC3,-3.1532048621499325
ASC4,-2.1211440503963397
ASC5,-0.006389126009728707
ASC6,-3.186231703111124
ASC7,-1.1319015555550376
BAGE65_2,0.5384393167523486
BAGE65_3,1.0976956811380532
BAGE65_5,0.465637097654195
BCP_3,0.9816200913080302
BCP_4,-2.6125080143838475
BED_2,1.0421406686705912
BED_6,-2.0017677819050728
BESC_2,-0.1704700257375161
BESC_4,-0.3256919449490594
BESC_5,-0.270879717243013
BFEM_2,0.9142846685614341
BFEM_3,0.9452938372411255
BFEM_4,-0.6885060482026807
BFEM_5,0.5743475794957789
BFEM_6,-0.39504647708552265
BFEM_7,0.7918165050173853
BNTRAB_2,0.1498946922425981
BPAREJA_2,-0.7457830473314386
BPAREJA_3,-0.6880052317008529
BPAREJA_4,-0.6270732032022449
BPAREJA_5,-0.6505701179475972
BPAREJA_6,-0.3418549073816048
BPAREJA_7,-0.5822694661549827
BQ3_5,-0.23499323992233204
BQ4_2,-0.3491648622351699
BQ4_5,-0.42599321957208836
BQ5_2,-0.7873461675146182
BQ5_5,-0.7298895659330501
BTC_2,-1.0865256209364809
BTC_4,-1.9702995357889659
BTC_6,-1.089193093001105
BTC_7,-0.9607537392962
BTD_2,-0.839307445337673
BTD_4,-0.8997945473058668
BTD_5,1.047405508772962
BTD_6,-3.41031936176036
BTEC_2,-0.5041292417790016
BTEC_5,-0.5911849129558144
BTEC_7,-0.222857673812362
BTMOD_5,-0.04975865760787129
BTMOD_6,0.48801455616738254
BUNI_2,-1.0372250107785252
BUNI_3,-0.8795821656035193
BUNI_4,-1.3941139964787617
BUNI_5,-1.1121367960368798
BUNI_6,-0.8994221579951733
BUNI_7,-0.8088722813871404
BZCEN_4,0.9282401509565392
BZCEN_5,0.2666366678558457
BZCEN_6,-0.5659218773782786
BZSUR_2,-0.5389767381551865
BZSUR_3,-0.5813719770140456
BZSUR_5,-0.3482626404278667
BZSUR_6,-0.6055266774629918
BZSUR_7,-0.3073217763391357
