PeID,id_persona,grupo_edad,grupo_sexo,grupo_ingreso,grupo_territorio,grupo_cluster_tiempo,grupo_cluster_modo,Tw,Tf1,Tf2,w,ta,Ec_cuentas_num,Ec_hogar_num,Ec_salud_num,Ec_transporte_num,Ec_educacion_num,ing_jub_aps_num,ing_gpp_num,w_dc_num,t_domestic_work_num,t_care_work_num,Ec_monetario,ing_fijo,EcI,Ec_trabajo_no_remunerado,Ec,Tc,cierre_temporal,tiempo_libre_observado,ingreso_libre_observado,ingreso_potencial_neto_Ec,filtro_finite,filtro_trabajo_salario,filtro_tiempo,filtro_Ec,filtro_ingreso_potencial,filtro_mtuem_final
4989,09036-1-01,30 a 44,Mujeres,Quintil bajo,Centro,Cuidadores domesticos,Movilidad activa,65.83,19.4,11.16,3.014788,168,0,0,0,0,0,0,0,3.014788,46.16,19.67,0,0,0,198.46349403999997,198.46349403999997,71.61000000000001,168,30.56,0,92.13192127999994,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4990,09041-1-02,18 a 29,Mujeres,Quintil bajo,Centro,Rutina flexible,Usuarios publicos,10.07,42.1,11.95,2.913038,168,0,0,0,0,0,0,0,2.913038,10.07,0,0,0,0,29.33429266,29.33429266,103.88000000000001,168,54.05,0,157.44970389999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4991,09041-1-03,18 a 29,Mujeres,Quintil bajo,Centro,Rutina flexible,Usuarios publicos,30.41,27.54,19.22,3.176935,168,0,0,0,0,0,0,0,3.176935,30.41,0,0,0,0,96.61059335,96.61059335,90.83000000000001,168,46.76,0,148.55348059999994,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4992,09043-1-01,45 a 59,Hombres,Quintil bajo,Centro,Trabajadores rutinarios,Motorizados privados,23.33,31.18,11.77,8.044529,168,30.56,12.9,23.73,21.67,1.11,0,113.895781637717,3.325583,11.3,0.03,89.97,113.895781637717,-23.925781637716995,37.67885539,13.753073752283008,101.72000000000001,168,42.95,173.925787817717,519.4383083677169,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4993,09046-1-01,45 a 59,Hombres,Quintil medio,Centro,Jovenes trabajadores,Motorizados privados,46.83,67.95,6.82,2.600658,168,35.23,17.87,19.83,26.49,5.68,0,100,3.190161,5.76,1.07,105.1,100,5.099999999999994,21.78879963,26.888799629999994,46.4,168,74.77000000000001,94.90001451,289.35121317,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4994,09046-1-02,60 o mas,Mujeres,Quintil medio,Centro,Cuidadores domesticos,Movilidad mixta,56.74,35.18,6.13,3.205167,168,44.04,22.34,24.79,33.11,7.1,75,125,3.236652,40.72,0.02,131.38,200,-68.62,131.86120248,63.24120248,69.94999999999999,168,41.31,118.61997310000001,251.02542187000003,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4995,09046-1-03,18 a 29,Hombres,Quintil medio,Centro,Rutina flexible,Movilidad activa,5.1,50.49,2.7,2.988541,168,0,0,0,0,0,0,0,2.988541,4.57,0.53,0,0,0,15.241559100000002,15.241559100000002,109.71,168,53.190000000000005,-1.7763568394002505e-15,158.96049579000004,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4996,09047-1-01,60 o mas,Hombres,Quintil bajo,Norte,Cuidadores domesticos,Movilidad activa,47.86,28.95,15.51,2.986885,168,42.47,17.06,27.14,18.52,0.51,54.25,283.5,2.986885,47.86,0,105.7,337.75,-232.05,142.9523161,-89.09768390000002,75.67999999999999,168,44.46,232.05,364.84690710000007,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
4997,09049-1-02,18 a 29,Hombres,Quintil bajo,Centro,Rutina flexible,Movilidad activa,1.31,61.96,6.8,3.126244,168,0,0,0,0,0,0,0,3.126244,0.62,0.69,0,0,0,4.09537964,4.09537964,97.92999999999999,168,68.76,0,214.96053744,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4998,09052-1-01,18 a 29,Hombres,Quintil alto,Centro,Jovenes trabajadores,Motorizados privados,62.27,45.28,7.01,11.317093,168,107.34,55.36,42.92,85.98,127.78,0,0,3.168232,14.35,2.92,419.38,0,419.38,54.71536664,474.09536664,53.43999999999999,168,52.29,230.62001447000006,822.3908074399999,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4999,09052-1-02,18 a 29,Mujeres,Quintil alto,Centro,Rutina flexible,Motorizados privados,10.31,86,8.62,3.069764,168,0,0,0,0,0,0,0,3.069764,8.41,1.9,0,0,0,31.649266840000003,31.649266840000003,63.07,168,94.62,0,290.46106968000004,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5000,09056-1-01,30 a 44,Mujeres,Quintil alto,Norte,Trabajadores rutinarios,Motorizados privados,57.45,16.15,10.7,5.89424,168,72.73,48.09,35.18,58.79,30.17,0,290.140845070423,3.102337,9.46,2.99,244.95999999999998,290.140845070423,-45.180845070423004,38.62409565,-6.556749420423003,83.7,168,26.849999999999998,345.180837420423,503.441181420423,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
5001,09056-1-02,60 o mas,Mujeres,Quintil alto,Norte,Cuidadores domesticos,Movilidad mixta,54.28,42.02,6.26,3.005299,168,56.37,37.27,27.26,45.56,23.38,232.5,224.859154929577,3.005299,48.47,5.81,189.84,457.359154929577,-267.519154929577,163.12762972,-104.391525209577,65.43999999999998,168,48.28,267.519154929577,412.61499064957707,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
5002,09057-1-01,30 a 44,Mujeres,Quintil bajo,Norte,Trabajadores rutinarios,Movilidad mixta,63.55,27,4.93,3.058415,168,63.99,14.92,11.39,33.04,10.89,0,87.5,3.095001,19.41,9.14,134.23000000000002,87.5,46.73000000000002,88.36227855,135.09227855,72.52000000000001,168,31.93,59.269994699999984,156.92518565,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5003,09058-1-01,45 a 59,Mujeres,Quintil medio,Norte,Cuidadores domesticos,Movilidad activa,99.11,8.87,5.54,2.991574,168,34.32,10.97,16.16,30.87,2.58,0,0,3.077092,12.49,2.62,94.9,0,94.9,46.49486012,141.39486012,54.480000000000004,168,14.41,155.10003901999997,198.20862035999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5004,09061-1-01,30 a 44,Hombres,Quintil bajo,Centro,Jovenes trabajadores,Motorizados privados,55.58,47.56,10.01,5.353897,168,52.49,15.1,17.85,38.08,16.58,0,0,3.053246,9.91,5.67,140.1,0,140.1,47.56957268,187.66957268,54.85,168,57.57,109.90002257999998,418.12387287,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5005,09061-1-02,30 a 44,Mujeres,Quintil bajo,Centro,Rutina flexible,Movilidad activa,36.49,41.09,16.79,2.975722,168,0,0,0,0,0,0,0,2.975722,29.8,6.69,0,0,0,108.58409578000001,108.58409578000001,73.63,168,57.88,0,172.23478936,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5006,09065-1-02,45 a 59,Mujeres,Quintil bajo,Sur,Cuidadores domesticos,Motorizados privados,68.17,18.96,16.44,3.076643,168,0,0,0,0,0,0,0,3.076643,51.15,17.02,0,0,0,209.73475331,209.73475331,64.43,168,35.400000000000006,0,108.91316219999996,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5007,09067-1-01,45 a 59,Hombres,Quintil bajo,Centro,Trabajadores rutinarios,Movilidad activa,67.26,25.27,4.27,3.491407,168,30.38,7.15,10.07,11.47,0.42,0,0,3.106545,19.26,0,59.49,0,59.49,59.83205670000001,119.32205670000002,71.2,168,29.54,115.50997812,218.64614089999998,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5008,09072-1-01,45 a 59,Mujeres,Quintil bajo,Centro,Cuidadores domesticos,Motorizados privados,48.4,49.2,7.46,3.102371,168,0,0,0,0,0,0,0,3.102371,48.4,0,0,0,0,150.1547564,150.1547564,62.93999999999999,167.99999999999997,56.660000000000004,0,175.78034086000002,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5009,09073-1-01,18 a 29,Mujeres,Quintil bajo,Norte,Trabajadores rutinarios,Usuarios publicos,53.94,40.87,10.71,2.6616,168,49.68,7.88,6.25,17.37,3.89,0,0,3.12571,5.94,0,85.07000000000001,0,85.07000000000001,18.5667174,103.63671740000001,62.48,168,51.58,39.92998659999998,177.2153146,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5010,09073-2-01,45 a 59,Hombres,Quintil bajo,Norte,Trabajadores moviles,Movilidad mixta,85.41,14.11,11.47,2.920843,168,41.1,10.29,14.33,19.89,0.89,0,0,3.169638,1.39,0.02,86.5,0,86.5,4.46918958,90.96918958,57.010000000000005,168,25.58,158.50001104999998,233.21517499,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5011,09074-1-01,45 a 59,Hombres,Quintil medio,Norte,Trabajadores rutinarios,Movilidad mixta,52.42,13.38,18.17,8.69378,168,61.96,20.61,21.65,55.48,11.42,0,0,2.94894,7.72,2.7,171.11999999999998,0,171.11999999999998,30.7279548,201.84795479999997,84.03,168,31.550000000000004,253.87999280000008,528.1687518000001,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5012,09074-1-02,45 a 59,Mujeres,Quintil medio,Norte,Trabajadores rutinarios,Movilidad mixta,65.54,29.99,11.47,3.645379,168,25.51,8.48,8.91,22.84,4.7,0,0,3.111885,9.93,10.61,70.44000000000001,0,70.44000000000001,63.9181179,134.35811790000002,61,168,41.46,104.56002176000001,255.6974351,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5013,09076-1-01,60 o mas,Mujeres,Quintil bajo,Centro,Rutina flexible,Movilidad activa,37.76,53.32,10.74,3.296004,168,0,0,0,0,0,0,0,3.296004,37.76,0,0,0,0,124.45711103999999,124.45711103999999,66.18000000000002,168,64.06,0,211.14201623999998,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5014,09077-1-01,45 a 59,Mujeres,Quintil bajo,Centro,Cuidadores domesticos,Motorizados privados,75.37,28.28,5.51,5.055187,168,53.01,15.32,18.73,26.67,1.82,0,0,3.245217,40.29,0.08,115.55,0,115.55,131.00941028999998,246.55941028999996,58.839999999999996,168,33.79,134.45003390000005,305.2648026300001,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5015,09078-1-01,30 a 44,Mujeres,Quintil bajo,Norte,Cuidadores domesticos,Movilidad mixta,51.21,38.11,16.66,3.722809,168,45.45,9.25,7.47,19.7,6.75,0,0,3.147557,26.5,0.71,88.62,0,88.62,85.64502597,174.26502597,62.019999999999996,168,54.769999999999996,16.380022919999988,220.27827185,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5016,09078-1-02,30 a 44,Hombres,Quintil bajo,Norte,Rutina flexible,Motorizados privados,17.52,62.25,10.91,3.162735,168,0,0,0,0,0,0,0,3.162735,12.79,4.73,0,0,0,55.4111172,55.4111172,77.32,168,73.16,0,231.3856926,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5017,09079-1-01,30 a 44,Hombres,Quintil alto,Centro,Trabajadores rutinarios,Motorizados privados,68.95,27.08,10.14,2.284064,168,7.72,4.43,4.65,11.32,3.93,0,0,3.060713,9.54,17.41,32.05,0,32.05,82.48621535,114.53621534999999,61.83,168,37.22,42.94999745000001,127.96285953,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5018,09080-1-02,60 o mas,Mujeres,Quintil medio,Norte,Cuidadores domesticos,Usuarios publicos,69.23,33.95,6.42,3.225158,168,0,0,0,0,0,0,0,3.225158,21.03,48.2,0,0,0,223.27768834,223.27768834,58.39999999999999,168,40.370000000000005,0,130.19962846000004,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5019,09081-1-02,60 o mas,Mujeres,Quintil medio,Centro,Cuidadores domesticos,Motorizados privados,43.07,26.25,9.32,3.023683,168,0.98,0.45,0.85,0.72,0.03,0,3.92670157068063,3.156476,40.07,0,3.03,3.92670157068063,-0.8967015706806301,126.47999332,125.58329174931937,89.36000000000001,168,35.57,4.646735060680626,112.19913937068058,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5020,09083-1-01,30 a 44,Mujeres,Quintil bajo,Norte,Cuidadores domesticos,Movilidad mixta,74.27,28.33,13.73,2.405044,168,38.68,6.17,6.63,16.72,3.46,0,42.5,3.113174,29.27,0,71.66,42.5,29.159999999999997,91.12260298,120.28260298,51.67,168,42.06,58.340014900000014,159.49616554000005,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5021,09085-1-01,60 o mas,Hombres,Quintil alto,Centro,Jovenes trabajadores,Motorizados privados,62.26,50.96,9.3,3.243875,168,33.46,20.34,22.95,39.47,17.46,75,68.9516129032258,3.010641,7.57,9.69,133.68,143.9516129032258,-10.271612903225787,51.963663659999995,41.69205075677421,45.480000000000004,168,60.260000000000005,160.2716067432258,355.7475142432258,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5022,09087-1-01,60 o mas,Hombres,Quintil bajo,Centro,Rutina flexible,Movilidad activa,21.93,55.43,13.5,3.05231,168,35.89,10.07,12.29,16.6,3.13,47.5,95,3.05231,21.55,0.38,77.97999999999999,142.5,-64.52000000000001,66.9371583,2.4171582999999828,77.13999999999999,168,68.93,64.52000000000001,274.91572830000007,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5023,09088-1-01,60 o mas,Hombres,Quintil medio,Centro,Rutina flexible,Movilidad activa,10.62,60.46,9.26,3.194093,168,41.8,19.72,31.61,31.47,3.08,132.5,208.376068376068,3.194093,10.62,0,127.67999999999999,340.876068376068,-213.196068376068,33.92126766,-179.274800716068,87.65999999999998,168,69.72,213.196068376068,435.8882323360681,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
5024,09091-1-01,60 o mas,Mujeres,Quintil bajo,Centro,Rutina flexible,Movilidad mixta,19.68,52.9,9.14,3.187862,168,43.68,19.27,32.1,20.9,0.66,97.5,210,3.187862,19.68,0,116.61000000000001,307.5,-190.89,62.73712416,-128.15287583999998,86.27999999999999,168,62.04,190.89,388.66495848,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
5025,09095-1-01,30 a 44,Mujeres,Quintil alto,Centro,Cuidadores domesticos,Movilidad activa,77.76,20.31,8.85,5.807226,168,29.76,16.66,13.02,31.89,24.05,0,0,2.960007,19.71,23.05,115.38,0,115.38,126.56989932000002,241.94989932000001,61.07999999999999,168,29.159999999999997,209.61999444,378.95870460000015,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5026,09095-1-05,18 a 29,Hombres,Quintil alto,Centro,Trabajadores rutinarios,Usuarios publicos,54.83,33.73,13.92,5.833673,168,25.18,14.1,11.02,26.98,20.35,0,0,3.02497,11.86,2.97,97.63,0,97.63,44.860305100000005,142.4903051,65.52,168,47.65,177.36998548999998,455.34450394,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5027,09096-1-01,60 o mas,Mujeres,Quintil alto,Sur,Rutina flexible,Motorizados privados,25.38,46.32,9.91,3.054399,168,10.99,5.97,5.28,10.75,2.58,70,10.6521739130435,3.054399,25.22,0.16,35.57,80.6521739130435,-45.0821739130435,77.52064662,32.438472706956496,86.39000000000001,168,56.230000000000004,45.0821739130435,216.83102968304345,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5028,09096-1-04,30 a 44,Hombres,Quintil alto,Sur,Trabajadores moviles,Motorizados privados,45.5,50.28,7.46,5.870811,168,39.24,21.32,18.87,38.38,9.2,0,38.0434782608696,3.113071,1.55,3.95,127.01,38.0434782608696,88.9665217391304,17.1218905,106.0884122391304,64.76,168,57.74,161.03348826086958,500.0141154008695,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5029,09103-1-02,60 o mas,Hombres,Quintil alto,Sur,Rutina flexible,Motorizados privados,40.24,44.61,10.65,3.099618,168,98.9,62.69,80.96,57.51,1.56,250,526.5625,3.099618,40.13,0.11,301.62,776.5625,-474.9425,124.72862832,-350.21387168,72.49999999999999,168,55.26,474.9425,646.2273906800001,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
5030,09107-1-03,60 o mas,Mujeres,Quintil alto,Centro,Cuidadores domesticos,Movilidad activa,34.51,19.58,14.26,3.167934,168,0,0,0,0,0,0,0,3.167934,29.03,5.48,0,0,0,109.32540234000001,109.32540234000001,99.65,168,33.839999999999996,-2.842170943040401e-14,107.20288655999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5031,09110-1-01,45 a 59,Mujeres,Quintil bajo,Norte,Cuidadores domesticos,Motorizados privados,45.71,40.94,21,3.075115,168,0,0,0,0,0,0,0,3.075115,44.51,1.2,0,0,0,140.56350665,140.56350665,60.349999999999994,168,61.94,0,190.4726231,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5032,09110-1-02,18 a 29,Hombres,Quintil bajo,Norte,Rutina flexible,Usuarios publicos,5.18,47.06,7.12,2.971954,168,0,0,0,0,0,0,0,2.971954,5.18,0,0,0,0,15.39472172,15.39472172,108.63999999999999,168,54.18,0,161.02046772000006,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5033,09111-1-01,30 a 44,Hombres,Quintil medio,Centro,Trabajadores moviles,Motorizados privados,88.09,20.82,9.2,5.537551,168,73.74,31.65,30.62,92.01,14.96,0,0,3.130286,3.11,0.98,242.98,0,242.98,12.802869739999998,255.78286974,49.89,168,30.02,232.01999785,398.25727886999994,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5034,09111-1-02,30 a 44,Mujeres,Quintil medio,Centro,Cuidadores domesticos,Motorizados privados,65.17,27.29,7.41,2.712638,168,0,0,0,0,0,0,0,2.987707,23.59,35.58,0,0,0,176.78262319,176.78262319,68.13,168,34.7,-4.73000000056345e-6,94.12853387000004,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5035,09112-1-01,45 a 59,Hombres,Quintil bajo,Centro,Cuidadores domesticos,Movilidad mixta,62.1,8.6,8.94,2.880178,168,26.45,6.1,8.43,10.02,0.41,0,0,3.149653,17.1,0,51.41,0,51.41,53.8590663,105.26906629999999,88.36000000000001,168,17.54,73.5899875,124.10830961999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5036,09114-1-01,45 a 59,Hombres,Quintil medio,Sur,Trabajadores rutinarios,Motorizados privados,49.35,38.83,19.89,6.344171,168,62.22,20.1,27.07,48.09,9.47,0,76.6666666666667,3.008003,3.03,1.32,166.95,76.6666666666667,90.28333333333329,13.08481305,103.36814638333328,59.93000000000001,168,58.72,209.71669246666676,582.2464135866667,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5037,09115-1-01,45 a 59,Mujeres,Quintil bajo,Norte,Rutina flexible,Motorizados privados,35.37,65.2,9.06,3.029825,168,0,0,0,0,0,0,0,3.029825,35.37,0,0,0,0,107.16491025,107.16491025,58.36999999999999,168,74.26,0,224.99480450000004,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5038,09115-1-02,30 a 44,Mujeres,Quintil bajo,Norte,Jovenes trabajadores,Usuarios publicos,45.03,56.16,11.4,4.241199,168,51.94,14.47,13.07,30.31,9.93,0,0,3.177179,5.03,0,119.72,0,119.72,15.981210370000001,135.70121037,55.410000000000004,168,67.56,55.27998059999999,341.81538503999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5039,09115-1-03,18 a 29,Hombres,Quintil bajo,Norte,Rutina flexible,Usuarios publicos,35.72,43.3,8.8,2.970241,168,0,0,0,0,0,0,0,2.970241,35.72,0,0,0,0,106.09700852,106.09700852,80.18,168,52.099999999999994,0,154.74955609999998,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5040,09116-1-01,30 a 44,Hombres,Quintil medio,Sur,Trabajadores moviles,Motorizados privados,68.47,43.67,4.81,5.411844,168,77.94,30.34,16.95,50.1,6.91,0,0,3.005921,8.97,14.5,182.24,0,182.24,70.54896586999999,252.78896587,51.05,168,48.480000000000004,117.75999281,380.1261899300001,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5041,09116-1-02,30 a 44,Mujeres,Quintil medio,Sur,Cuidadores domesticos,Motorizados privados,80.95,24.01,8.81,4.240546,168,58.46,22.75,12.72,37.57,5.18,0,0,2.888209,24.85,16.1,136.68,0,136.68,118.27215855,254.95215855,54.22999999999999,168,32.82,88.32004015000004,227.49475987000008,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5042,09118-1-01,45 a 59,Mujeres,Quintil bajo,Norte,Cuidadores domesticos,Movilidad mixta,56.33,21.86,13.93,3.900576,168,50.45,10.22,7.58,21.62,10.93,0,37.5,3.015745,38.81,7.52,100.80000000000001,37.5,63.30000000000001,139.71946584999998,203.01946585,75.88,168,35.79,16.699980229999994,156.30159527000004,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5043,09120-1-02,45 a 59,Mujeres,Quintil bajo,Centro,Cuidadores domesticos,Motorizados privados,81.41,16.87,8.92,2.997422,168,21.69,7.55,9.98,19.38,2.46,0,0,3.047852,31.47,5.94,61.059999999999995,0,61.059999999999995,114.02014331999999,175.08014332,60.8,168,25.79,68.93998169999998,146.24349508,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5044,09120-1-03,18 a 29,Hombres,Quintil bajo,Centro,Jovenes trabajadores,Usuarios publicos,2.18,74.31,6.55,3.023477,168,0,0,0,0,0,0,0,3.023477,2.18,0,0,0,0,6.591179860000001,6.591179860000001,84.96,168,80.86,0,244.47835022,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5045,09121-1-01,30 a 44,Mujeres,Quintil medio,Sur,Cuidadores domesticos,Movilidad mixta,79.81,22.6,14.09,6.592808,168,130.58,35.74,29.53,74.88,13.07,0,150,3.034973,31.37,18.44,283.8,150,133.8,151.17200513,284.97200513,51.5,168,36.69,241.20000135000004,483.09012687,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5046,09123-1-03,18 a 29,Hombres,Quintil bajo,Centro,Jovenes trabajadores,Movilidad mixta,54.5,54.83,7.02,2.653217,168,18.71,6.61,7.4,17.5,3.6,0,4.16666666666667,3.015434,5.84,0.66,53.82,4.16666666666667,49.65333333333333,19.600321,69.25365433333333,51.650000000000006,168,61.849999999999994,75.34667216666669,239.4481436166667,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5047,09123-1-04,18 a 29,Hombres,Quintil bajo,Centro,Cuidadores domesticos,Usuarios publicos,43.08,24.65,20.22,3.43945,168,0,0,0,0,0,0,0,3.43945,34.76,8.32,0,0,0,148.171506,148.171506,80.05000000000001,168,44.87,0,154.32812149999998,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5048,09125-1-01,60 o mas,Hombres,Quintil medio,Centro,Trabajadores rutinarios,Movilidad mixta,61.36,22.59,9.78,3.09711,168,65.02,29.37,49.72,40.63,1.25,100,200,3.21141,16.36,0,185.99,300,-114.00999999999999,52.5386676,-61.471332399999994,74.27,168,32.37,251.510002,351.7634527,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
5049,09126-1-01,45 a 59,Mujeres,Quintil bajo,Centro,Cuidadores domesticos,Movilidad activa,87.77,27.76,9.5,1.5476,168,13.72,4.34,4.21,9.34,1.1,0,15.2941176470588,3.090848,26.78,0.99,32.71,15.2941176470588,17.415882352941203,85.83284895999999,103.2487313129412,42.97,168,37.260000000000005,32.5841206870588,90.2476966870588,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5050,09128-1-02,30 a 44,Mujeres,Quintil bajo,Centro,Rutina flexible,Usuarios publicos,44.67,62.38,6.38,3.383557,168,0,0,0,0,0,0,0,3.383557,44.67,0,0,0,0,151.14349119000002,151.14349119000002,54.56999999999999,168,68.76,0,232.65337932,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5051,09129-1-01,60 o mas,Hombres,Quintil medio,Norte,Jovenes trabajadores,Motorizados privados,58.46,35.14,7.75,9.261554,168,78.04,36.58,39.98,54.53,6.88,0,0,3.078041,12.02,1.44,216.01,0,216.01,41.43043185999999,257.44043186,66.64999999999999,168,42.89,283.99001498000007,681.2180660400002,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5052,09133-1-01,30 a 44,Mujeres,Quintil bajo,Sur,Rutina flexible,Movilidad activa,38,49.37,11.27,3.028594,168,0,0,0,0,0,0,0,3.028594,31.31,6.69,0,0,0,115.086572,115.086572,69.36,168,60.64,0,183.65394016,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5053,09134-1-01,45 a 59,Mujeres,Quintil medio,Norte,Trabajadores rutinarios,Motorizados privados,86.9,6.47,11.25,2.801756,168,24.14,8.23,9.5,25.49,7.46,0,0,3.010133,26.85,0.05,74.82,0,74.82,80.97257770000002,155.7925777,63.379999999999995,168,17.72,87.6800187,137.32713502000004,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5054,09135-1-01,45 a 59,Hombres,Quintil bajo,Centro,Trabajadores rutinarios,Movilidad mixta,62.19,36.95,8.87,3.123986,168,26.88,9.73,13.22,21.55,2.07,0,33.4736842105263,3.059965,10.92,9.27,73.44999999999999,33.4736842105263,39.97631578947369,61.78069334999999,101.75700913947368,59.99,168,45.82,92.5236802005263,235.6647187205263,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5055,09138-1-01,60 o mas,Mujeres,Quintil bajo,Sur,Rutina flexible,Movilidad activa,29.98,44.32,7.94,3.044066,168,30.11,7.33,8.94,6.05,0.15,51,102,3.044066,29.98,0,52.57999999999999,153,-100.42000000000002,91.26109868,-9.158901320000012,85.76000000000002,168,52.26,100.42000000000002,259.50288915999994,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
5056,09139-1-02,30 a 44,Mujeres,Quintil bajo,Norte,Cuidadores domesticos,Movilidad activa,39.34,14.99,6.85,3.00435,168,0,0,0,0,0,0,0,3.00435,30.79,8.55,0,0,0,118.19112900000002,118.19112900000002,106.82000000000001,168,21.84,0,65.61500399999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5057,09145-1-01,45 a 59,Mujeres,Quintil bajo,Centro,Cuidadores domesticos,Movilidad mixta,88,13.15,8.23,2.811043,168,47.4,10.2,10.36,25.67,10.91,0,37.5,3.066786,34.11,8.89,104.53999999999999,37.5,67.03999999999999,131.871798,198.911798,58.61999999999999,168,21.380000000000003,48.459986000000015,108.56008534000003,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5058,09145-1-02,18 a 29,Mujeres,Quintil bajo,Centro,Rutina flexible,Usuarios publicos,13.56,41.53,10.6,2.985211,168,0,0,0,0,0,0,0,2.985211,8.38,5.18,0,0,0,40.47946116,40.47946116,102.31,168,52.13,0,155.61904943,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5059,09149-1-01,60 o mas,Hombres,Quintil medio,Norte,Jovenes trabajadores,Movilidad activa,49.16,51.75,10.21,12.781555000000001,168,84.35,33.01,44.14,56.26,3.7,0,0,3.554503,5.16,0,221.45999999999998,0,221.45999999999998,18.34123548,239.80123547999997,56.88,168,61.96,388.5400083200001,1180.48515612,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5060,09152-1-01,60 o mas,Hombres,Quintil bajo,Norte,Rutina flexible,Movilidad activa,34.38,32.34,12.95,3.065636,168,45.05,17.41,26.63,19.8,0.65,112.5,225,3.065636,34.38,0,109.53999999999999,337.5,-227.96,105.39656568000001,-122.56343432,88.33,168,45.290000000000006,227.96,366.80265443999997,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
