paso,inicio,fin,duracion_min,logLik,code,convergio
04A_joint_con_correlacion_BFGS_corto_desde_paso3,2026-06-18 14:21:10.322498,2026-06-18 15:27:06.900442,65.943,-55326.79181288285,0,TRUE
