dimension,categoria,orden_categoria,indicador,media,mediana,p25,p75,p95,p99,se_muestral,ic_muestral_inf,ic_muestral_sup,se_delta,ic_delta_inf,ic_delta_sup,metodo_ic_principal,ic95_inf,ic95_sup,n_valido
ingresos,Quintil bajo,1,VoL_predicho,4.171676635674542,3.8432701869961226,3.2674670782485524,4.80945202442377,7.1083595067777985,10.2084644821178,0.023523904628808535,4.125559922398537,4.217793348950547,0.12524599463926891,3.926194486181575,4.417158785167509,delta,3.926194486181575,4.417158785167509,5214
ingresos,Quintil bajo,1,VTAW_predicho,1.0011858359046917,0.8000621206094527,0.44471563408469517,1.385981884685401,2.526371192242504,3.46167730651387,0.011235893955936157,0.9791587741502015,1.0232128976591819,0.1252459948103293,0.7557036860764462,1.246667985732937,delta,0.7557036860764462,1.246667985732937,5214
ingresos,Quintil bajo,1,VoL_observado,4.9360931079547665,3.738109192551488,0,7.79672258127076,15.700155343424374,24.247243291143622,0.08584541724321999,4.7678001074714915,5.1043861084380415,NA,NA,NA,t_muestra,4.7678001074714915,5.1043861084380415,5214
ingresos,Quintil bajo,1,VTAW_observado,1.765602308184916,0.7864548608664994,-2.99096375,4.396443528866413,11.747274705671765,19.864915210090338,0.08165427673431228,1.6055256998439575,1.9256789165258743,NA,NA,NA,t_muestra,1.6055256998439575,1.9256789165258743,5214
ingresos,Quintil bajo,1,w,3.1704907997698504,3.0407595,2.7561872500000004,3.27778025,5.144000649999999,7.165369329999998,0.01465329339094648,3.1417642026966806,3.19921739684302,NA,NA,NA,t_muestra,3.1417642026966806,3.19921739684302,5214
ingresos,Quintil medio,2,VoL_predicho,5.292463724345394,4.273519585976327,3.55467993731566,6.17529624551462,11.325131231041457,16.559483660748466,0.07355673776288746,5.148179208364142,5.436748240326646,0.28605819912138325,4.731789654067483,5.853137794623305,delta,4.731789654067483,5.853137794623305,1507
ingresos,Quintil medio,2,VTAW_predicho,1.0626850408682873,0.8852304401840989,0.5649692731645621,1.3185467702151894,2.495081618801107,3.9771154367202515,0.019439185823019647,1.0245542916963313,1.1008157900402433,0.286058199169236,0.5020109704965847,1.6233591112399899,delta,0.5020109704965847,1.6233591112399899,1507
ingresos,Quintil medio,2,VoL_observado,6.156242164344499,5.062266960203316,2.3416122412797664,8.713596409547609,16.62995381014865,23.704500054005692,0.14204780300725228,5.87760965389836,6.434874674790637,NA,NA,NA,t_muestra,5.87760965389836,6.434874674790637,1507
ingresos,Quintil medio,2,VTAW_observado,1.9264634808673917,1.210186911306685,-0.8570637194518016,3.7392466062328866,9.857692352199333,18.436363659237443,0.11799214735845164,1.6950171118606312,2.1579098498741525,NA,NA,NA,t_muestra,1.6950171118606312,2.1579098498741525,1507
ingresos,Quintil medio,2,w,4.2297786834771065,3.240772,2.9868565,4.962401,8.841544,12.538808380000004,0.055805934442541755,4.120313086105465,4.339244280848748,NA,NA,NA,t_muestra,4.120313086105465,4.339244280848748,1507
ingresos,Quintil alto,3,VoL_predicho,8.255889196769104,5.7802167342154105,3.472433075346168,10.213270181443075,21.49028929758496,35.48009988591517,0.24165652614174188,7.781774099567114,8.730004293971094,0.6046601400406411,7.070755322289448,9.441023071248761,delta,7.070755322289448,9.441023071248761,1204
ingresos,Quintil alto,3,VTAW_predicho,0.8881178662043194,0.5635183611720538,0.34848255723258326,1.0507995799996968,2.4932414929672864,4.127494752273057,0.03433340248796411,0.8207578626581773,0.9554778697504616,0.6046601418270792,-0.29701601177675574,2.0732517441853946,delta,-0.29701601177675574,2.0732517441853946,1204
ingresos,Quintil alto,3,VoL_observado,10.230603453795005,7.323276900196472,2.572678351353505,13.529944151495334,31.67390503546415,59.40983397649407,0.3396381624986059,9.56425447080879,10.896952436781222,NA,NA,NA,t_muestra,9.56425447080879,10.896952436781222,1204
ingresos,Quintil alto,3,VTAW_observado,2.862832123230221,1.1326506098901055,-1.4941050748745603,5.1461658103545656,15.310154917749392,36.30186250533758,0.24273426294174646,2.3866025733550496,3.339061673105393,NA,NA,NA,t_muestra,2.3866025733550496,3.339061673105393,1204
ingresos,Quintil alto,3,w,7.367771330564784,5.2465595,3.1051467500000003,9.09545975,19.0430403,31.394610240000027,0.20813821674688415,6.959417074878278,7.77612558625129,NA,NA,NA,t_muestra,6.959417074878278,7.77612558625129,1204
territorio,Norte,1,VoL_predicho,5.979228792895912,4.548178441396426,3.6662433256719593,6.151358024744892,13.916789030549708,25.96565273412856,0.134322390218915,5.715811284147233,6.24264630164459,0.3728364744731425,5.2484693029285525,6.709988282863271,delta,5.2484693029285525,6.709988282863271,2120
territorio,Norte,1,VTAW_predicho,1.9668637226128924,1.3680454152519477,0.8053079175238893,2.371852918585323,5.3323914033574304,10.683851462917577,0.06043651245711856,1.848342636716739,2.085384808509046,0.3728364746051967,1.2361042323867069,2.697623212839078,delta,1.2361042323867069,2.697623212839078,2120
territorio,Norte,1,VoL_observado,7.61751876986778,4.955894408233144,2.732127080312824e-15,9.76717763042368,25.99809412723726,52.573553667018295,0.23802251125240606,7.150736598719488,8.084300941016071,NA,NA,NA,t_muestra,7.150736598719488,8.084300941016071,2120
territorio,Norte,1,VTAW_observado,3.605153699584761,1.8039467667984,-2.719086975369837,5.6455980666143795,18.62128343209633,36.8572761372161,0.18740209043362768,3.237642432729942,3.97266496643958,NA,NA,NA,t_muestra,3.237642432729942,3.97266496643958,2120
territorio,Norte,1,w,4.0123650702830185,3.099967,2.85017425,3.99774925,8.82178865,15.999597819999948,0.07559626031993397,3.8641144433269368,4.1606156972391,NA,NA,NA,t_muestra,3.8641144433269368,4.1606156972391,2120
territorio,Centro,2,VoL_predicho,6.12670527364195,4.721335862461998,3.740042913169177,6.309214239037194,14.361552512567725,31.285030016545758,0.10604753990175578,5.918793049854496,6.334617497429405,0.26242104374871456,5.61236002789447,6.641050519389431,delta,5.61236002789447,6.641050519389431,4004
territorio,Centro,2,VTAW_predicho,2.1815573755400526,1.4967492204159893,0.8489442180647652,2.6439343912830284,5.801842585037666,13.637820714842208,0.053721856830827,2.0762326246779765,2.2868821264021286,0.26242104362017393,1.6672121300445117,2.6959026210355934,delta,1.6672121300445117,2.6959026210355934,4004
territorio,Centro,2,VoL_observado,7.947193759582392,4.884736593865586,0,9.92105563917828,27.160570150970067,62.524594529812184,0.20958901139502265,7.536282601427069,8.358104917737716,NA,NA,NA,t_muestra,7.536282601427069,8.358104917737716,4004
territorio,Centro,2,VTAW_observado,4.002045861480494,1.7883575778771843,-2.93731125,6.082086084004959,19.059347916197087,47.239736297602796,0.17607746844111447,3.6568359862078346,4.347255736753153,NA,NA,NA,t_muestra,3.6568359862078346,4.347255736753153,4004
territorio,Centro,2,w,3.945147898101898,3.0750735,2.87504325,3.7945695,8.791440149999996,17.682019479999997,0.054401667846625784,3.8384903391409178,4.051805457062878,NA,NA,NA,t_muestra,3.8384903391409178,4.051805457062878,4004
territorio,Sur,3,VoL_predicho,5.4662716630800485,4.1852594765032425,3.4423834444864934,5.705985432029415,12.31888309012597,23.10388762724539,0.1200678386884628,5.230784678078485,5.701758648081612,0.29061861817678847,4.8966591714535435,6.035884154706554,delta,4.8966591714535435,6.035884154706554,1801
territorio,Sur,3,VTAW_predicho,1.3166736314309648,0.9340545689984512,0.5194475785327506,1.6753279931408125,3.2656363245199227,7.430989808995591,0.04458197299199823,1.2292357752990912,1.4041114875628384,0.2906186185751331,0.747061139023704,1.8862861238382256,delta,0.747061139023704,1.8862861238382256,1801
territorio,Sur,3,VoL_observado,6.812720083870822,4.492602074121904,8.483637719206099e-16,9.019630403797443,22.98853134578903,43.444411447193175,0.22423783839777267,6.372926271769552,7.252513895972092,NA,NA,NA,t_muestra,6.372926271769552,7.252513895972092,1801
territorio,Sur,3,VTAW_observado,2.663122052221738,1.2802868777550638,-2.9054409999999993,4.573705008134883,14.96663657531537,28.96001002880708,0.17730893825103472,2.315369084077599,3.010875020365877,NA,NA,NA,t_muestra,2.315369084077599,3.010875020365877,1801
territorio,Sur,3,w,4.1495980316490835,3.11018,2.935113,4.381031,9.160879,16.56362,0.07817913107756005,3.996266647753142,4.302929415545025,NA,NA,NA,t_muestra,3.996266647753142,4.302929415545025,1801
cluster_tiempo,Cuidadores domesticos,1,VoL_predicho,22.64527248969938,15.35031970021209,8.666505214645332,28.406967855115976,60.71456759164002,123.07470361186935,0.48592149851611516,21.692424926292496,23.598120053106264,2.3522837887225974,18.034796263803088,27.255748715595672,delta,18.034796263803088,27.255748715595672,2514
cluster_tiempo,Cuidadores domesticos,1,VTAW_predicho,19.131422032658804,12.346438182233193,5.680226653755184,24.81223598839557,55.6629491624397,111.99246088005467,0.4572486686566082,18.234799263073644,20.028044802243965,2.352283789461668,14.520945805313936,23.741898260003673,delta,14.520945805313936,23.741898260003673,2514
cluster_tiempo,Cuidadores domesticos,1,VoL_observado,27.47602556178401,16.716176478643277,0,38.098146069614586,98.58523798489101,201.47024103058646,0.8167798350505506,25.874395096689483,29.077656026878536,NA,NA,NA,t_muestra,25.874395096689483,29.077656026878536,2514
cluster_tiempo,Cuidadores domesticos,1,VTAW_observado,23.962175104743437,13.552581374445472,-2.9968459999999997,34.18708796455968,92.6116397296731,190.62610221916597,0.7918309693582128,22.409467080737244,25.51488312874963,NA,NA,NA,t_muestra,22.409467080737244,25.51488312874963,2514
cluster_tiempo,Cuidadores domesticos,1,w,3.5138504570405726,3.0597315,2.935138,3.41314375,6.5870225,11.095567349999921,0.034184685709069774,3.446817418611142,3.5808834954700033,NA,NA,NA,t_muestra,3.446817418611142,3.5808834954700033,2514
cluster_tiempo,Rutina flexible,2,VoL_predicho,10.566852204885082,7.473279835822078,4.308977986236673,14.136571096209842,22.509221653934976,52.64246761922614,0.37725402535697145,9.826941655073627,11.306762754696537,1.0039690500113603,8.599072866862816,12.534631542907348,delta,8.599072866862816,12.534631542907348,1770
cluster_tiempo,Rutina flexible,2,VTAW_predicho,7.177145387935929,4.223905303341388,1.2590558155833447,10.920199515089493,18.996654965734244,40.06292251937492,0.3308478983712709,6.528251449279568,7.82603932659229,1.0039690500113603,5.209366049913663,9.1449247259581945,delta,5.209366049913663,9.1449247259581945,1770
cluster_tiempo,Rutina flexible,2,VoL_observado,12.781119977835065,0,0,17.658460251114445,56.26218865540906,108.68218392886106,0.8071749896803756,11.198002899512746,14.364237056157384,NA,NA,NA,t_muestra,11.198002899512746,14.364237056157384,1770
cluster_tiempo,Rutina flexible,2,VTAW_observado,9.391413160885913,-2.9932299999999996,-3.093885000000011,14.193357092606963,52.706343201139035,97.18083776236114,0.7734348225720892,7.874470871744968,10.908355450026857,NA,NA,NA,t_muestra,7.874470871744968,10.908355450026857,1770
cluster_tiempo,Rutina flexible,2,w,3.3897068169491527,3.072352,2.9953825,3.1692180000000003,4.822018999999999,12.023209519999996,0.056530229181883634,3.278833744314986,3.500579889583319,NA,NA,NA,t_muestra,3.278833744314986,3.500579889583319,1770
cluster_tiempo,Jovenes trabajadores,3,VoL_predicho,12.52416358206291,8.59026153407656,5.90163264901842,13.495841734790481,29.858288504209256,68.28226344610488,0.6783672241659117,11.19279381635063,13.85553334777519,1.1739840027913988,10.223154936591769,14.82517222753405,delta,10.223154936591769,14.82517222753405,899
cluster_tiempo,Jovenes trabajadores,3,VTAW_predicho,7.4515328801719205,5.0613748495021404,3.02633953201469,8.044515456771567,18.11984761855795,43.36131338204727,0.47361641703655005,6.5220089354342505,8.38105682490959,1.1739840014863325,5.1505242372587094,9.752541523085132,delta,5.1505242372587094,9.752541523085132,899
cluster_tiempo,Jovenes trabajadores,3,VoL_observado,12.810273085093803,8.781088387702889,4.788099877549659,15.287942118011298,37.70016500119501,79.17657697611081,0.5593590398787879,11.712469878595828,13.908076291591778,NA,NA,NA,t_muestra,11.712469878595828,13.908076291591778,899
cluster_tiempo,Jovenes trabajadores,3,VTAW_observado,7.737642383202813,5.08711078906933,1.8031605101752723,9.860938532328063,25.597714032320958,57.158509496473116,0.4161116112179316,6.920977900306329,8.554306866099296,NA,NA,NA,t_muestra,6.920977900306329,8.554306866099296,899
cluster_tiempo,Jovenes trabajadores,3,w,5.07263070189099,3.550148,2.8131209999999998,5.440621,12.300550099999999,22.77540613999997,0.20911180442424707,4.66222594743621,5.48303545634577,NA,NA,NA,t_muestra,4.66222594743621,5.48303545634577,899
cluster_tiempo,Trabajadores rutinarios,4,VoL_predicho,12.838918635415155,8.777806333286867,6.197138723762555,14.47774736002284,37.029479953929346,65.30526251693682,0.30124461482744713,12.248109472142865,13.429727798687445,0.8864913110180285,11.101395665819819,14.57644160501049,delta,11.101395665819819,14.57644160501049,1880
