id_persona,modulo,choice,T_modulo_sem,choice_interno_v10,mod_TD,mod_TC,mod_ED,mod_CP,T_mod_10h,female,zona_centro,zona_sur,edad_18_24,edad_45_64,edad_65mas,n_menores_18,n_trabajadores,n_profesionales,vive_pareja,educ_secundaria,educ_tecnica,educ_universitaria,quintil_2,quintil_3,quintil_4,quintil_5,ing_personal,PeID,WeID,avl_1,chc_1,wd_1,avl_2,chc_2,wd_2,avl_3,chc_3,wd_3,avl_4,chc_4,wd_4,avl_5,chc_5,wd_5,avl_6,chc_6,wd_6,avl_7,chc_7,wd_7,wc_1
00055-1-04,TD,1,11.36,1,1,0,0,0,1.136,0,0,0,0,0,0,1,2,0,1,1,0,0,1,0,0,0,0,34,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00056-1-02,TO,1,44,1,0,0,0,0,4.4,1,0,1,0,1,0,0,3,2,1,0,1,0,0,0,0,1,467.93,35,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00056-1-02,TD,1,6.82,1,1,0,0,0,0.682,1,0,1,0,1,0,0,3,2,1,0,1,0,0,0,0,1,467.93,35,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00056-1-03,TO,5,45,5,0,0,0,0,4.5,0,0,1,0,0,0,0,3,2,0,0,1,0,0,0,0,1,0,36,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00058-1-01,TO,1,45,1,0,0,0,0,4.5,0,0,1,0,1,0,0,2,2,1,0,0,1,0,0,1,0,625,37,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00058-1-01,TD,1,7.86,1,1,0,0,0,0.786,0,0,1,0,1,0,0,2,2,1,0,0,1,0,0,1,0,625,37,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00058-1-01,TC,1,0.4,1,0,1,0,0,0.04,0,0,1,0,1,0,0,2,2,1,0,0,1,0,0,1,0,625,37,3,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00058-1-03,TD,1,87.43,1,1,0,0,0,8.743,1,0,1,0,1,0,0,2,2,1,1,0,0,0,0,1,0,0,38,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00058-1-03,TC,1,0.56,1,0,1,0,0,0.05600000000000001,1,0,1,0,1,0,0,2,2,1,1,0,0,0,0,1,0,0,38,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00058-1-04,TD,2,10.67,2,1,0,0,0,1.067,1,0,1,1,0,0,0,2,2,0,0,1,0,0,0,1,0,0,39,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00058-1-04,ED,1,54.11,1,0,0,1,0,5.411,1,0,1,1,0,0,0,2,2,0,0,1,0,0,0,1,0,0,39,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00059-1-02,TC,5,7.49,5,0,1,0,0,0.749,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,40,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00061-1-03,TD,5,34.01,5,1,0,0,0,3.401,1,1,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,66.95,41,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00062-1-02,TO,1,40,1,0,0,0,0,4,1,0,1,0,0,1,0,3,3,0,0,0,1,0,0,0,1,700,42,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00062-1-02,TD,1,15.41,1,1,0,0,0,1.541,1,0,1,0,0,1,0,3,3,0,0,0,1,0,0,0,1,700,42,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00065-1-01,TO,1,60,1,0,0,0,0,6,1,0,1,0,0,0,1,2,2,0,0,1,0,0,0,0,1,311.11,43,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00065-1-01,TC,1,0.11,1,0,1,0,0,0.011,1,0,1,0,0,0,1,2,2,0,0,1,0,0,0,0,1,311.11,43,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00065-1-02,TO,1,44,1,0,0,0,0,4.4,1,0,1,0,0,0,1,2,2,0,0,0,1,0,0,0,1,388.89,44,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00067-1-01,TO,2,45,2,0,0,0,0,4.5,1,1,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,125,45,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00067-1-01,TD,5,26.07,5,1,0,0,0,2.607,1,1,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,125,45,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00069-1-01,TO,1,60,1,0,0,0,0,6,0,1,0,0,0,1,0,2,2,1,0,0,1,0,0,0,1,2500,46,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00071-1-01,TO,5,45,5,0,0,0,0,4.5,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,325,47,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00072-1-01,TD,1,23.45,1,1,0,0,0,2.3449999999999998,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,48,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00074-1-01,TD,5,32.52,5,1,0,0,0,3.2520000000000002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147,49,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00075-1-01,TO,7,40,7,0,0,0,0,4,1,1,0,0,1,0,0,3,3,1,0,1,0,0,0,1,0,108.57,50,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1
00076-1-01,TO,6,70,6,0,0,0,0,7,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,1,0,550,51,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1
00076-1-02,TC,1,0.14,1,0,1,0,0,0.014000000000000002,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,1,0,0,52,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00076-1-02,ED,1,17.77,1,0,0,1,0,1.777,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,1,0,0,52,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00077-1-02,TD,1,24.35,1,1,0,0,0,2.435,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,53,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00078-1-01,TO,3,20,3,0,0,0,0,2,1,1,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,52.5,54,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00078-1-01,TD,5,34.24,5,1,0,0,0,3.4240000000000004,1,1,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,52.5,54,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00080-1-01,TO,1,40,1,0,0,0,0,4,0,0,1,0,0,0,1,1,2,1,0,0,1,0,1,0,0,375,55,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00080-1-01,TD,1,10.08,1,1,0,0,0,1.008,0,0,1,0,0,0,1,1,2,1,0,0,1,0,1,0,0,375,55,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00080-1-02,TD,1,43.76,1,1,0,0,0,4.3759999999999994,1,0,1,0,0,0,1,1,2,1,0,0,1,0,1,0,0,0,56,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00088-1-02,TD,7,6.79,7,1,0,0,0,0.679,0,1,0,0,0,0,1,1,2,1,0,1,0,0,1,0,0,300,57,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1
00088-1-02,TC,1,9.55,1,0,1,0,0,0.9550000000000001,0,1,0,0,0,0,1,1,2,1,0,1,0,0,1,0,0,300,57,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00092-1-01,TO,7,40,7,0,0,0,0,4,0,1,0,0,1,0,0,2,1,1,0,1,0,0,1,0,0,225,58,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1
00092-1-03,ED,2,24.62,2,0,0,1,0,2.462,1,1,0,1,0,0,0,2,1,0,1,0,0,0,1,0,0,0,59,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00094-1-02,TO,1,45,1,0,0,0,0,4.5,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,300,60,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00094-1-02,TD,7,17.43,7,1,0,0,0,1.7429999999999999,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,300,60,2,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1
00098-1-02,TO,5,40,5,0,0,0,0,4,1,0,1,0,0,0,1,1,2,1,0,1,0,1,0,0,0,100,61,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00099-1-01,TO,1,45,1,0,0,0,0,4.5,1,0,1,0,1,0,0,2,2,1,0,1,0,0,0,0,1,713.18,62,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00099-1-01,TD,1,16.39,1,1,0,0,0,1.639,1,0,1,0,1,0,0,2,2,1,0,1,0,0,0,0,1,713.18,62,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00099-1-02,TO,6,45,6,0,0,0,0,4.5,0,0,1,0,1,0,0,2,2,1,0,1,0,0,0,0,1,1199.07,63,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1
00100-1-02,TO,2,35,2,0,0,0,0,3.5,1,0,0,0,0,0,2,2,2,1,0,1,0,0,0,0,0,80,64,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00100-1-02,TC,5,7.07,5,0,1,0,0,0.7070000000000001,1,0,0,0,0,0,2,2,2,1,0,1,0,0,0,0,0,80,64,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00101-1-01,TO,2,45,2,0,0,0,0,4.5,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,222.69,65,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00103-1-02,TO,2,12,2,0,0,0,0,1.2,1,1,0,0,1,0,1,3,0,1,1,0,0,0,1,0,0,100,66,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00103-1-02,TD,1,46.64,1,1,0,0,0,4.664,1,1,0,0,1,0,1,3,0,1,1,0,0,0,1,0,0,100,66,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00103-1-02,TC,5,10.51,5,0,1,0,0,1.051,1,1,0,0,1,0,1,3,0,1,1,0,0,0,1,0,0,100,66,3,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00111-1-03,TO,5,9,5,0,0,0,0,0.9,1,0,1,0,1,0,0,2,0,1,1,0,0,0,0,1,0,65,67,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00113-1-01,TO,2,6,2,0,0,0,0,0.6,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,101.21,68,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00113-1-01,TD,2,41.24,2,1,0,0,0,4.1240000000000006,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,101.21,68,2,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00115-1-02,TO,1,48,1,0,0,0,0,4.8,1,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,135,69,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00118-1-02,TD,1,15.93,1,1,0,0,0,1.593,1,0,0,0,0,0,2,2,2,1,0,0,1,0,1,0,0,150,70,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00119-1-01,TD,1,11.38,1,1,0,0,0,1.1380000000000001,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,71,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
