id_persona,modulo,choice,T_modulo_sem,choice_interno_v10,mod_TD,mod_TC,mod_ED,mod_CP,T_mod_10h,female,zona_centro,zona_sur,edad_18_24,edad_45_64,edad_65mas,n_menores_18,n_trabajadores,n_profesionales,vive_pareja,educ_secundaria,educ_tecnica,educ_universitaria,quintil_2,quintil_3,quintil_4,quintil_5,ing_personal,PeID,WeID,avl_1,chc_1,wd_1,avl_2,chc_2,wd_2,avl_3,chc_3,wd_3,avl_4,chc_4,wd_4,avl_5,chc_5,wd_5,avl_6,chc_6,wd_6,avl_7,chc_7,wd_7,wc_1
00539-1-02,TD,5,29.61,5,1,0,0,0,2.961,1,0,0,0,0,0,2,2,2,1,0,1,0,0,0,1,0,162.5,284,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00539-1-02,TC,7,0.25,7,0,1,0,0,0.025,1,0,0,0,0,0,2,2,2,1,0,1,0,0,0,1,0,162.5,284,3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1
00540-1-02,TD,2,15.37,2,1,0,0,0,1.537,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,285,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00541-1-01,TD,5,4.15,5,1,0,0,0,0.41500000000000004,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,379.5,286,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00543-1-01,TO,1,50,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,250,287,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00543-1-01,TD,1,6,1,1,0,0,0,0.6,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,250,287,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00543-1-01,ED,1,19.21,1,0,0,1,0,1.921,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,250,287,3,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00544-1-01,TD,1,26.36,1,1,0,0,0,2.636,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,175,288,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00544-1-01,ED,1,40.37,1,0,0,1,0,4.037,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,175,288,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00549-1-01,TD,1,21.9,1,1,0,0,0,2.19,0,1,0,0,0,1,0,0,2,1,0,1,0,0,0,0,1,1085.64,289,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00549-1-01,TC,1,12.5,1,0,1,0,0,1.25,0,1,0,0,0,1,0,0,2,1,0,1,0,0,0,0,1,1085.64,289,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00550-1-01,TO,4,20,4,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,194.25,290,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1
00550-1-01,ED,4,37.33,4,0,0,1,0,3.7329999999999997,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,194.25,290,2,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1
00550-1-02,TO,2,20,2,0,0,0,0,2,1,0,0,0,0,0,0,2,1,1,0,0,1,0,1,0,0,95.75,291,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00550-1-02,ED,2,23.15,2,0,0,1,0,2.315,1,0,0,0,0,0,0,2,1,1,0,0,1,0,1,0,0,95.75,291,2,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00554-1-01,TO,6,48,6,0,0,0,0,4.8,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,112.5,292,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1
00557-1-01,TD,2,6.95,2,1,0,0,0,0.6950000000000001,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,154.5,293,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00558-1-02,TD,7,46.91,7,1,0,0,0,4.691,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,72.22,294,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1
00558-1-02,TC,7,9.74,7,0,1,0,0,0.974,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,72.22,294,2,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1
00560-1-01,TO,5,45,5,0,0,0,0,4.5,1,0,1,0,0,0,1,2,0,1,1,0,0,1,0,0,0,115,295,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00562-1-01,TD,3,19.56,3,1,0,0,0,1.956,1,0,1,0,0,0,2,2,1,0,0,0,0,1,0,0,0,106.25,296,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00565-1-02,TD,1,59.59,1,1,0,0,0,5.9590000000000005,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,109.5,297,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00569-1-01,TD,2,39.71,2,1,0,0,0,3.971,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,210,298,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00572-1-02,TO,1,45,1,0,0,0,0,4.5,0,0,0,0,0,1,4,3,1,1,1,0,0,0,0,0,1,211.38,299,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00572-1-02,TC,1,2.56,1,0,1,0,0,0.256,0,0,0,0,0,1,4,3,1,1,1,0,0,0,0,0,1,211.38,299,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00576-1-03,TC,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,3,1,0,1,0,0,0,0,0,0,300,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00580-1-01,TO,1,45,1,0,0,0,0,4.5,1,0,1,1,0,0,0,3,2,1,0,1,0,0,1,0,0,132.5,301,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00581-1-02,TD,5,51.03,5,1,0,0,0,5.103,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,154.5,302,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00582-1-01,TO,1,27,1,0,0,0,0,2.7,0,0,1,0,0,1,0,3,1,1,0,0,0,0,0,1,0,202.2,303,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00582-1-01,TD,1,20.39,1,1,0,0,0,2.039,0,0,1,0,0,1,0,3,1,1,0,0,0,0,0,1,0,202.2,303,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00582-1-02,TD,5,51.05,5,1,0,0,0,5.1049999999999995,1,0,1,0,0,1,0,3,1,1,0,0,0,0,0,1,0,102.59,304,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00582-1-04,ED,2,18.26,2,0,0,1,0,1.826,1,0,1,1,0,0,0,3,1,0,1,0,0,0,0,1,0,0,305,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00582-1-05,TD,2,1.67,2,1,0,0,0,0.16699999999999998,0,0,1,1,0,0,0,3,1,0,1,0,0,0,0,1,0,0,306,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00582-1-05,ED,2,19.74,2,0,0,1,0,1.9739999999999998,0,0,1,1,0,0,0,3,1,0,1,0,0,0,0,1,0,0,306,2,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00584-1-01,CP,5,16.75,5,0,0,0,1,1.675,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,307,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00586-1-01,TD,1,24.93,1,1,0,0,0,2.493,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,500,308,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00590-1-01,TO,1,60,1,0,0,0,0,6,0,0,0,0,1,0,0,1,2,1,0,1,0,0,0,0,0,150,309,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00590-1-01,TD,5,14.24,5,1,0,0,0,1.424,0,0,0,0,1,0,0,1,2,1,0,1,0,0,0,0,0,150,309,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00590-1-02,TD,5,31.6,5,1,0,0,0,3.16,1,0,0,0,1,0,0,1,2,1,0,1,0,0,0,0,0,0,310,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00591-1-01,TO,1,45,1,0,0,0,0,4.5,0,0,0,0,1,0,1,1,2,1,0,0,1,0,1,0,0,375,311,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00591-1-01,TD,7,13.68,7,1,0,0,0,1.3679999999999999,0,0,0,0,1,0,1,1,2,1,0,0,1,0,1,0,0,375,311,2,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1
00591-1-01,TC,1,3.53,1,0,1,0,0,0.353,0,0,0,0,1,0,1,1,2,1,0,0,1,0,1,0,0,375,311,3,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00591-1-02,TC,1,18.87,1,0,1,0,0,1.887,1,0,0,0,0,0,1,1,2,1,0,0,1,0,1,0,0,0,312,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00592-1-01,TO,2,45,2,0,0,0,0,4.5,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,300,313,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00592-1-01,TD,5,15.2,5,1,0,0,0,1.52,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,300,313,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00593-1-01,TO,1,45,1,0,0,0,0,4.5,0,1,0,0,1,0,1,2,1,0,0,0,0,1,0,0,0,125,314,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00593-1-02,TO,2,45,2,0,0,0,0,4.5,1,1,0,0,0,0,1,2,1,0,0,0,1,1,0,0,0,62.5,315,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00595-1-01,TO,1,40,1,0,0,0,0,4,0,0,0,0,0,0,2,2,2,1,0,1,0,0,0,0,1,475.96,316,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00595-1-02,TO,1,40,1,0,0,0,0,4,1,0,0,0,0,0,2,2,2,1,0,0,1,0,0,0,1,461.54,317,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00595-1-02,TD,1,18.98,1,1,0,0,0,1.8980000000000001,1,0,0,0,0,0,2,2,2,1,0,0,1,0,0,0,1,461.54,317,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00596-1-04,TC,1,0.4,1,0,1,0,0,0.04,1,0,0,1,0,0,1,2,1,0,1,0,0,0,1,0,0,0,318,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00597-1-04,TD,7,5.03,7,1,0,0,0,0.503,1,1,0,1,0,0,0,3,2,0,1,0,0,1,0,0,0,0,319,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1
00597-1-04,ED,2,48.07,2,0,0,1,0,4.807,1,1,0,1,0,0,0,3,2,0,1,0,0,1,0,0,0,0,319,2,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00600-1-01,TO,3,45,3,0,0,0,0,4.5,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,125,320,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00601-1-01,TD,5,8.48,5,1,0,0,0,0.8480000000000001,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,154.5,321,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00603-1-01,TD,1,17.21,1,1,0,0,0,1.721,0,1,0,0,1,0,0,2,3,1,0,1,0,0,0,0,1,819.77,322,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00603-1-02,TD,1,35.58,1,1,0,0,0,3.558,1,1,0,0,1,0,0,2,3,1,0,1,0,0,0,0,1,0,323,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00604-1-01,TD,5,18.54,5,1,0,0,0,1.8539999999999999,0,1,0,0,0,0,1,2,1,1,0,0,1,0,0,0,1,493.44,324,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00605-1-02,TO,6,32,6,0,0,0,0,3.2,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,1,0,182.5,325,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1
00609-1-01,TO,3,10,3,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,190,326,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00609-1-01,TD,7,64.97,7,1,0,0,0,6.497,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,190,326,2,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1
00611-1-01,TO,5,45,5,0,0,0,0,4.5,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,112.5,327,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00612-1-02,TD,5,2.78,5,1,0,0,0,0.27799999999999997,0,1,0,1,0,0,0,2,2,0,0,1,0,0,0,1,0,37.5,328,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00616-1-03,TD,5,7.45,5,1,0,0,0,0.745,0,1,0,1,0,0,2,2,1,0,0,0,0,1,0,0,0,0,329,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00616-1-03,ED,2,39.74,2,0,0,1,0,3.974,0,1,0,1,0,0,2,2,1,0,0,0,0,1,0,0,0,0,329,2,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00618-1-05,TC,5,1.78,5,0,1,0,0,0.178,1,0,1,0,1,0,3,1,2,0,0,0,1,0,0,0,0,0,330,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00619-1-02,TO,1,45,1,0,0,0,0,4.5,0,1,0,0,0,0,3,2,0,1,1,0,0,1,0,0,0,115,331,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00619-1-02,TC,1,2.95,1,0,1,0,0,0.29500000000000004,0,1,0,0,0,0,3,2,0,1,1,0,0,1,0,0,0,115,331,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00620-1-02,TO,6,40,6,0,0,0,0,4,1,0,0,0,1,0,0,2,1,1,0,0,1,0,0,1,0,175,332,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1
00621-1-02,TO,1,48,1,0,0,0,0,4.8,0,1,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,75,333,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00621-1-02,TD,1,5.94,1,1,0,0,0,0.5940000000000001,0,1,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,75,333,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00622-1-01,TO,1,35,1,0,0,0,0,3.5,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,350,334,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00622-1-02,CP,2,12.32,2,0,0,0,1,1.232,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,335,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00622-1-03,TD,5,18.88,5,1,0,0,0,1.888,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,336,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00624-1-01,TD,7,12.44,7,1,0,0,0,1.244,1,1,0,0,0,1,0,2,3,1,0,0,1,0,0,0,1,0,337,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1
00624-1-02,TO,1,40,1,0,0,0,0,4,0,1,0,0,0,0,0,2,3,0,0,0,1,0,0,0,1,550,338,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00624-1-02,TD,1,10.97,1,1,0,0,0,1.097,0,1,0,0,0,0,0,2,3,0,0,0,1,0,0,0,1,550,338,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00624-1-03,TO,1,40,1,0,0,0,0,4,0,1,0,0,1,0,0,2,3,1,0,0,1,0,0,0,1,450,339,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00628-1-01,TO,1,50,1,0,0,0,0,5,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,695.28,340,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00628-1-01,TD,1,19.23,1,1,0,0,0,1.923,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,695.28,340,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00628-1-01,TC,1,0.14,1,0,1,0,0,0.014000000000000002,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,695.28,340,3,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00629-1-01,TD,5,5.73,5,1,0,0,0,0.5730000000000001,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,254.5,341,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00630-1-01,TO,1,45,1,0,0,0,0,4.5,1,0,0,0,0,0,2,3,4,1,0,1,0,0,0,1,0,124.75,342,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00630-1-01,TD,1,43.76,1,1,0,0,0,4.3759999999999994,1,0,0,0,0,0,2,3,4,1,0,1,0,0,0,1,0,124.75,342,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00630-1-01,TC,1,19.03,1,0,1,0,0,1.903,1,0,0,0,0,0,2,3,4,1,0,1,0,0,0,1,0,124.75,342,3,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00631-1-01,TD,5,34.27,5,1,0,0,0,3.4270000000000005,1,1,0,0,1,0,0,1,2,1,1,0,0,1,0,0,0,0,343,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00631-1-02,TO,7,45,7,0,0,0,0,4.5,0,1,0,0,1,0,0,1,2,1,0,0,1,1,0,0,0,200,344,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1
00631-1-02,TD,5,5.74,5,1,0,0,0,0.5740000000000001,0,1,0,0,1,0,0,1,2,1,0,0,1,1,0,0,0,200,344,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00631-1-03,ED,2,47.42,2,0,0,1,0,4.742,1,1,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,345,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00632-1-01,TO,6,84,6,0,0,0,0,8.4,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,175,346,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1
00633-1-01,TO,2,45,2,0,0,0,0,4.5,1,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,147.5,347,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00633-1-01,TD,5,25.6,5,1,0,0,0,2.56,1,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,147.5,347,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00638-1-01,TO,1,72,1,0,0,0,0,7.2,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,87.5,348,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00638-1-02,TD,2,18.36,2,1,0,0,0,1.8359999999999999,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,349,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00640-1-02,TD,5,69.76,5,1,0,0,0,6.976000000000001,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,350,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00643-1-01,TO,7,45,7,0,0,0,0,4.5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,204.29,351,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1
00644-1-01,TD,5,29.12,5,1,0,0,0,2.912,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,352,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00644-1-03,TD,5,21.17,5,1,0,0,0,2.117,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,353,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00646-1-01,TO,1,45,1,0,0,0,0,4.5,0,0,0,0,1,0,2,2,2,1,0,0,1,0,0,0,1,641.79,354,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00650-1-04,TO,1,45,1,0,0,0,0,4.5,1,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,1,95,355,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00652-1-04,ED,2,37.85,2,0,0,1,0,3.785,0,1,0,1,0,0,1,2,2,0,0,1,0,0,1,0,0,0,356,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00655-1-01,TD,5,22.87,5,1,0,0,0,2.287,0,1,0,0,0,1,0,0,2,1,0,1,0,0,0,1,0,333.75,357,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00655-1-01,CP,5,38.58,5,0,0,0,1,3.8579999999999997,0,1,0,0,0,1,0,0,2,1,0,1,0,0,0,1,0,333.75,357,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00655-1-02,TD,5,49.39,5,1,0,0,0,4.939,1,1,0,0,0,1,0,0,2,1,0,1,0,0,0,1,0,154.5,358,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00656-1-02,TD,5,35.64,5,1,0,0,0,3.564,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,359,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00656-1-02,TC,6,7.17,6,0,1,0,0,0.717,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,359,2,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1
00658-1-01,TD,5,16.25,5,1,0,0,0,1.625,0,1,0,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,360,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00660-1-01,TO,2,45,2,0,0,0,0,4.5,1,1,0,0,0,0,2,2,1,1,1,0,0,1,0,0,0,112.5,361,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00660-1-01,TD,5,34.45,5,1,0,0,0,3.4450000000000003,1,1,0,0,0,0,2,2,1,1,1,0,0,1,0,0,0,112.5,361,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00664-1-01,TD,7,19.11,7,1,0,0,0,1.911,1,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,100,362,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1
00664-1-01,TC,5,4.73,5,0,1,0,0,0.47300000000000003,1,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,100,362,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00666-1-01,TO,1,49,1,0,0,0,0,4.9,0,0,0,0,1,0,2,1,4,0,0,1,0,0,0,0,0,87.5,363,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00666-1-01,TD,1,23.57,1,1,0,0,0,2.357,0,0,0,0,1,0,2,1,4,0,0,1,0,0,0,0,0,87.5,363,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00666-1-01,TC,1,1.15,1,0,1,0,0,0.11499999999999999,0,0,0,0,1,0,2,1,4,0,0,1,0,0,0,0,0,87.5,363,3,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00666-1-02,TD,5,29.07,5,1,0,0,0,2.907,1,0,0,0,0,0,2,1,4,0,0,0,1,0,0,0,0,0,364,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
00666-1-02,TC,1,29.86,1,0,1,0,0,2.9859999999999998,1,0,0,0,0,0,2,1,4,0,0,0,1,0,0,0,0,0,364,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00669-1-01,CP,2,40.62,2,0,0,0,1,4.061999999999999,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,365,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00673-1-01,TO,1,40,1,0,0,0,0,4,0,0,0,0,1,0,2,2,2,1,0,1,0,0,0,0,1,456,366,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
00673-1-01,TD,1,9.31,1,1,0,0,0,0.931,0,0,0,0,1,0,2,2,2,1,0,1,0,0,0,0,1,456,366,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
