etapa,descripcion,metodo,fase,itermax,NP,deconst,inicio,fin,duracion_min,logLik_inicio,logLik_salida,mejora,bestval,estado,mensaje
DEoptim fase 3,DEoptim mas amplio,DEoptim,3,80,60,1,2026-06-16 04:55:03.786005,2026-06-16 16:39:00.642228,703.948,-55281.46659963444,-56695.863737642,-1414.39713800756,56695.863737642,valido,DEoptim termino
