parametro,Estimate,Std_error,t_ratio,abs_t_ratio
PH,0.2631426277388978,0.00846900592498198,31.071253234417558,31.071253234417558
th1,0.7996617878901754,0.0010513512255972968,760.6038480964048,760.6038480964048
tw,0.2952249401042727,0.01917872972263451,15.393352134049405,15.393352134049405
ASC2,-0.13636677758788884,0.05332171594570577,-2.5574341554713422,2.5574341554713422
ASC3,-3.121445760668525,NA,NA,NA
ASC4,-2.1674613831710325,NA,NA,NA
ASC5,0.04405034214479267,0.08865921047712058,0.4968501513574871,0.4968501513574871
ASC6,-3.0408969994689214,NA,NA,NA
ASC7,-1.0960187250489415,0.07823827539187447,-14.008728075347758,14.008728075347758
BAGE65_2,0.4826627244121169,NA,NA,NA
BAGE65_3,1.0267875815389063,0.20005966918826742,5.132406674993756,5.132406674993756
BAGE65_5,0.41694306310635865,0.06404839380589107,6.509812945036084,6.509812945036084
BCP_3,0.9915724290603324,NA,NA,NA
BCP_4,-2.3655088370028894,NA,NA,NA
BED_2,1.0037712525638496,0.08741862128641914,11.482350531188139,11.482350531188139
BED_6,-1.732544035548422,NA,NA,NA
BESC_2,-0.21854116104045918,0.020619293712405787,-10.598867453397391,10.598867453397391
BESC_4,-0.3616149328469913,NA,NA,NA
BESC_5,-0.31313233461109213,0.0701211808152688,-4.465588442328512,4.465588442328512
BFEM_2,0.9561991513189929,0.04738515222191347,20.17929892555657,20.17929892555657
BFEM_3,0.9239794259724148,NA,NA,NA
BFEM_4,-0.6686230745666174,NA,NA,NA
BFEM_5,0.5714947616930005,0.04096199039014631,13.951830861970944,13.951830861970944
BFEM_6,-0.45382795439312407,0.08728754778874931,-5.199229052595965,5.199229052595965
BFEM_7,0.7921536280040459,0.07120347797139899,11.125209759026632,11.125209759026632
BNTRAB_2,0.1618483449662099,0.029081482546351588,5.565340236978893,5.565340236978893
BPAREJA_2,-0.7676129116424172,0.053426051625424534,-14.367764195344794,14.367764195344794
BPAREJA_3,-0.7017765790751925,0.13591439248231352,-5.163372077512059,5.163372077512059
BPAREJA_4,-0.6350448436030426,0.08913124405929512,-7.124828676020442,7.124828676020442
BPAREJA_5,-0.6561430581767781,0.04426004093305644,-14.82472777576501,14.82472777576501
BPAREJA_6,-0.36679588797361873,0.12574330805273842,-2.917021141353937,2.917021141353937
BPAREJA_7,-0.5937069775151367,0.060419158037572314,-9.826468901568166,9.826468901568166
BQ3_5,-0.24313736547079434,0.06013643540361349,-4.043095734540073,4.043095734540073
BQ4_2,-0.37515798607900447,0.06760150285182709,-5.5495509752393755,5.5495509752393755
BQ4_5,-0.4451950972862701,0.06382158521426995,-6.975619546139515,6.975619546139515
BQ5_2,-0.8026530300204632,0.091573164054738,-8.765155581395835,8.765155581395835
BQ5_5,-0.7550208372013772,0.06572870968480578,-11.4869261974256,11.4869261974256
BTC_2,-1.1368302381457795,0.08649759995441417,-13.142910771453892,13.142910771453892
BTC_4,-2.094596478975055,0.1444185750320301,-14.503650091482356,14.503650091482356
BTC_6,-1.134373195136717,NA,NA,NA
BTC_7,-1.0153808866989484,0.11803004081417993,-8.602732657675759,8.602732657675759
BTD_2,-0.876145100013281,0.056907493014196016,-15.395953214714973,15.395953214714973
BTD_4,-0.9857571636886345,0.14631208509510416,-6.737359822655002,6.737359822655002
BTD_5,1.0337299026133875,0.04785112197445291,21.6030441912163,21.6030441912163
BTD_6,-3.1272425124118466,NA,NA,NA
BTEC_2,-0.5671612801421078,0.05222609120849939,-10.859730587109432,10.859730587109432
BTEC_5,-0.6450091889019242,0.07513258326291164,-8.584946249549837,8.584946249549837
BTEC_7,-0.27087857514081065,0.08201279723331667,-3.3028817974613554,3.3028817974613554
BTMOD_5,-0.044692436152786154,0.013323988973477965,-3.354283483853715,3.354283483853715
BTMOD_6,0.4769469293869225,0.030008726600164685,15.893607740899778,15.893607740899778
BUNI_2,-1.12304822536077,0.06588440975282839,-17.04573554766586,17.04573554766586
BUNI_3,-1.0109455551951394,0.01731112562486505,-58.39860313549197,58.39860313549197
BUNI_4,-1.430233521754794,NA,NA,NA
BUNI_5,-1.1816047772467957,0.07388896503675009,-15.991627121304269,15.991627121304269
BUNI_6,-0.9645985115144502,0.148580181166018,-6.492107520293325,6.492107520293325
BUNI_7,-0.8891013423687727,0.07931947335317853,-11.209118073817168,11.209118073817168
BZCEN_4,0.9583864663919531,NA,NA,NA
BZCEN_5,0.25791375963910024,0.051588123141877336,4.999479413697363,4.999479413697363
BZCEN_6,-0.6827487779181218,NA,NA,NA
BZSUR_2,-0.5818265906154415,0.06046953631383643,-9.621813330860782,9.621813330860782
BZSUR_3,-0.6821023479625233,0.12346868630594231,-5.524496683088909,5.524496683088909
BZSUR_5,-0.37941314943750776,0.06358029087253925,-5.967464826452671,5.967464826452671
BZSUR_6,-0.7800682695868604,0.11884330553632404,-6.563838544093973,6.563838544093973
BZSUR_7,-0.3397747994884489,0.07963969779296644,-4.266399909900925,4.266399909900925
