parametro,Estimate,Std_error,t_ratio,abs_t_ratio
PH,0.26333174244493684,0.008475970616330113,31.068033900163876,31.068033900163876
th1,0.7995526473856958,0.0010521959411972487,759.8894997408173,759.8894997408173
tw,0.2961127363037871,0.019188535566199708,15.43175274018226,15.43175274018226
ASC2,-0.046360349637330364,0.09365881767517498,-0.49499183086120196,0.49499183086120196
ASC3,-3.126598946500132,0.15270179749004884,-20.47519412274033,20.47519412274033
ASC4,-2.0692765372654063,0.12497801366432097,-16.557124542107747,16.557124542107747
ASC5,0.04956558564079855,0.0923813447180557,0.536532411300905,0.536532411300905
ASC6,-3.0181656502544447,NA,NA,NA
ASC7,-1.0785735122455526,0.07867029958686751,-13.7100470941336,13.7100470941336
BAGE65_2,0.45753628788708745,0.1120901211169578,4.081860946601012,4.081860946601012
BAGE65_3,1.0237199895192057,0.19720287327850616,5.191202199541099,5.191202199541099
BAGE65_5,0.4323993057706654,0.08841037384883535,4.890820917802979,4.890820917802979
BCP_3,0.9638543500238461,0.2366533678709542,4.072852876319219,4.072852876319219
BCP_4,-1.9235860060720484,NA,NA,NA
BED_2,1.0251644466685759,0.09749888537923306,10.514627348621286,10.514627348621286
BED_6,-2.0143937526247555,NA,NA,NA
BESC_2,-0.2068244571242413,0.07568121597936651,-2.7328373949571483,2.7328373949571483
BESC_4,-0.3294801556090812,0.1038372323112239,-3.1730444684961747,3.1730444684961747
BESC_5,-0.27869283735527167,0.06758999513551149,-4.123285358972421,4.123285358972421
BFEM_2,0.8505062251439673,0.05770987518335309,14.737620250291291,14.737620250291291
BFEM_3,0.9648504171550994,0.1505221581623937,6.410022477316278,6.410022477316278
BFEM_4,-0.7259101417372771,0.139329207204168,-5.2100356867283,5.2100356867283
BFEM_5,0.5497473399929081,0.049964626665631756,11.002730865415487,11.002730865415487
BFEM_6,-0.4312832491877606,0.09214937436990277,-4.680262368971911,4.680262368971911
BFEM_7,0.7583551914998434,0.07302627585934708,10.38468938167517,10.38468938167517
BNTRAB_2,0.1272029809533004,0.030981280813999708,4.105801232588822,4.105801232588822
BPAREJA_2,-0.7618204491069724,0.05888820697781505,-12.936723466448436,12.936723466448436
BPAREJA_3,-0.748662664570525,0.12091763607093714,-6.191509269427969,6.191509269427969
BPAREJA_4,-0.6255861087347442,0.11375027246414934,-5.49964492552675,5.49964492552675
BPAREJA_5,-0.6814093837824361,0.0500486004561166,-13.614953816339112,13.614953816339112
BPAREJA_6,-0.3805919498228956,0.11097169832285007,-3.429630757886025,3.429630757886025
BPAREJA_7,-0.5937699232360273,0.06927115828640855,-8.571675974884467,8.571675974884467
BQ3_5,-0.2623153084365401,0.059694933191058924,-4.394264209945201,4.394264209945201
BQ4_2,-0.32524604033234217,0.0727272729488693,-4.472133040943326,4.472133040943326
BQ4_5,-0.4112431103492003,0.0644559816604963,-6.3802163857391445,6.3802163857391445
BQ5_2,-0.7532303623688299,0.08946031228439162,-8.419715325543839,8.419715325543839
BQ5_5,-0.7205905386839251,0.07556822017329488,-9.535629356248556,9.535629356248556
BTC_2,-1.0956024864110339,0.08717415492833763,-12.567973699448931,12.567973699448931
BTC_4,-1.945383926767551,NA,NA,NA
BTC_6,-1.2704203915184387,0.16641549249196796,-7.634027171957896,7.634027171957896
BTC_7,-0.9563317503368767,0.11387112934151868,-8.398368891808184,8.398368891808184
BTD_2,-0.8229647647672685,0.06434609186079746,-12.789661982076892,12.789661982076892
BTD_4,-0.9023355327460277,0.1517127209204715,-5.9476590181190945,5.9476590181190945
BTD_5,1.063238700685802,0.047276890739765855,22.489607164277484,22.489607164277484
BTD_6,-3.1239290328658944,NA,NA,NA
BTEC_2,-0.5560339816716358,0.0791625845376027,-7.023949317969985,7.023949317969985
BTEC_5,-0.6075859842021812,0.06743816179298266,-9.009527662798842,9.009527662798842
BTEC_7,-0.25275225762202513,0.07629529534931496,-3.3128157701573735,3.3128157701573735
BTMOD_5,-0.050068060483399436,0.013673005393875198,-3.661818235354997,3.661818235354997
BTMOD_6,0.46968458086299714,NA,NA,NA
BUNI_2,-1.0316775856322222,0.0868766045194172,-11.875206119521383,11.875206119521383
BUNI_3,-0.9011922225309256,0.16669054479154602,-5.406378770061054,5.406378770061054
BUNI_4,-1.4510280620103855,NA,NA,NA
BUNI_5,-1.0974810893591578,0.07649045512846332,-14.347948218061623,14.347948218061623
BUNI_6,-0.8960587426807817,0.13706283856256993,-6.53757613717978,6.53757613717978
BUNI_7,-0.774116411804304,0.08485546765107178,-9.12276407440819,9.12276407440819
BZCEN_4,0.94353159784864,0.01850102596211287,50.99887972595905,50.99887972595905
BZCEN_5,0.2637641632905072,0.053157955122289414,4.961894464971801,4.961894464971801
BZCEN_6,-0.580760412975369,0.11533665733457318,-5.035349787281211,5.035349787281211
BZSUR_2,-0.5038953429876312,0.06849177196425571,-7.357020099444976,7.357020099444976
BZSUR_3,-0.5920211522210495,0.14189299742916572,-4.172307040850214,4.172307040850214
BZSUR_5,-0.3469475575879287,0.06811687356114486,-5.093415763958875,5.093415763958875
BZSUR_6,-0.5610350769628832,0.10595992674713765,-5.294785436212457,5.294785436212457
BZSUR_7,-0.3128572337442756,0.08304474287914486,-3.767333402423525,3.767333402423525
