parametro,valor
PH,0.26295478420506596
th1,0.7996625459667237
tw,0.2957377221564971
ASC2,-0.020210671339805034
ASC3,-3.13573431362216
ASC4,-2.0795495398108277
ASC5,0.08192497745042793
ASC6,-2.9697488168142105
ASC7,-1.0686692971325547
BAGE65_2,0.4054621220675736
BAGE65_3,0.9722438293727407
BAGE65_5,0.41312488877565307
BCP_3,0.7096368547492456
BCP_4,-1.8372436363246807
BED_2,0.9920122854768806
BED_6,-1.8039475419068536
BESC_2,-0.2178971750176283
BESC_4,-0.43270990616605653
BESC_5,-0.2966963518726189
BFEM_2,0.8423516297860785
BFEM_3,0.9549159376237997
BFEM_4,-0.8780641780934666
BFEM_5,0.5281415927961489
BFEM_6,-0.44962744027566154
BFEM_7,0.7644422914970096
BNTRAB_2,0.14645548358825264
BPAREJA_2,-0.7784804744360236
BPAREJA_3,-0.8012144596077823
BPAREJA_4,-0.5098425417589452
BPAREJA_5,-0.6645894708719439
BPAREJA_6,-0.4123737820131083
BPAREJA_7,-0.5954924955176191
BQ3_5,-0.28342999838315247
BQ4_2,-0.33681013625805056
BQ4_5,-0.4091034637716307
BQ5_2,-0.7542842103994204
BQ5_5,-0.727982966701787
BTC_2,-1.1349713013533824
BTC_4,-2.1757825865621307
BTC_6,-1.2033364798620074
BTC_7,-0.9731757432239091
BTD_2,-0.7928250931029601
BTD_4,-0.8321322229845418
BTD_5,1.144256243104112
BTD_6,-3.0448989151759767
BTEC_2,-0.5608992591575684
BTEC_5,-0.6154305523144219
BTEC_7,-0.2851735945782104
BTMOD_5,-0.050252410105949066
BTMOD_6,0.4806249011936662
BUNI_2,-1.0716902475970262
BUNI_3,-0.8027862079999494
BUNI_4,-1.4072449215263618
BUNI_5,-1.0579705758686706
BUNI_6,-0.9108750586098554
BUNI_7,-0.7574126166628312
BZCEN_4,0.9312820536168527
BZCEN_5,0.2649208140117244
BZCEN_6,-0.5985206971384359
BZSUR_2,-0.5002490073404442
BZSUR_3,-0.45734496462228025
BZSUR_5,-0.3505163915456969
BZSUR_6,-0.6791685139096078
BZSUR_7,-0.3113644421132927
