parametro,start,lower,upper
PH,0.26326527771450065,0.013265277714500645,0.5132652777145006
th1,0.8001078727378941,0.5501078727378941,0.98
tw,0.2969456344377914,0.04694563443779137,0.5469456344377914
ASC2,-0.020210671339805034,-0.27021067133980503,0.22978932866019497
ASC3,-3.13573431362216,-3.38573431362216,-2.88573431362216
ASC4,-2.0795495398108277,-2.3295495398108277,-1.8295495398108277
ASC5,0.08192497745042793,-0.16807502254957207,0.3319249774504279
ASC6,-2.9697488168142105,-3.2197488168142105,-2.7197488168142105
ASC7,-1.0686692971325547,-1.3186692971325547,-0.8186692971325547
BAGE65_2,0.4054621220675736,0.1554621220675736,0.6554621220675736
BAGE65_3,0.9722438293727407,0.7222438293727407,1.2222438293727407
BAGE65_5,0.41312488877565307,0.16312488877565307,0.6631248887756531
BCP_3,0.7096368547492456,0.45963685474924565,0.9596368547492456
BCP_4,-1.8372436363246807,-2.087243636324681,-1.5872436363246807
BED_2,0.9920122854768806,0.7420122854768806,1.2420122854768807
BED_6,-1.8039475419068536,-2.0539475419068536,-1.5539475419068536
BESC_2,-0.2178971750176283,-0.4678971750176283,0.032102824982371714
BESC_4,-0.43270990616605653,-0.6827099061660565,-0.18270990616605653
BESC_5,-0.2966963518726189,-0.5466963518726189,-0.04669635187261889
BFEM_2,0.8423516297860785,0.5923516297860785,1.0923516297860785
BFEM_3,0.9549159376237997,0.7049159376237997,1.2049159376237997
BFEM_4,-0.8780641780934666,-1.1280641780934666,-0.6280641780934666
BFEM_5,0.5281415927961489,0.2781415927961489,0.7781415927961489
BFEM_6,-0.44962744027566154,-0.6996274402756615,-0.19962744027566154
BFEM_7,0.7644422914970096,0.5144422914970096,1.0144422914970095
BNTRAB_2,0.14645548358825264,-0.10354451641174736,0.39645548358825267
BPAREJA_2,-0.7784804744360236,-1.0284804744360236,-0.5284804744360236
BPAREJA_3,-0.8012144596077823,-1.0512144596077824,-0.5512144596077823
BPAREJA_4,-0.5098425417589452,-0.7598425417589452,-0.25984254175894517
BPAREJA_5,-0.6645894708719439,-0.9145894708719439,-0.41458947087194387
BPAREJA_6,-0.4123737820131083,-0.6623737820131084,-0.16237378201310831
BPAREJA_7,-0.5954924955176191,-0.8454924955176191,-0.34549249551761907
BQ3_5,-0.28342999838315247,-0.5334299983831525,-0.03342999838315247
BQ4_2,-0.33681013625805056,-0.5868101362580506,-0.08681013625805056
BQ4_5,-0.4091034637716307,-0.6591034637716306,-0.1591034637716307
BQ5_2,-0.7542842103994204,-1.0042842103994203,-0.5042842103994204
BQ5_5,-0.727982966701787,-0.977982966701787,-0.47798296670178697
BTC_2,-1.1349713013533824,-1.3849713013533824,-0.8849713013533824
BTC_4,-2.1757825865621307,-2.4257825865621307,-1.9257825865621307
BTC_6,-1.2033364798620074,-1.4533364798620074,-0.9533364798620074
BTC_7,-0.9731757432239091,-1.223175743223909,-0.7231757432239091
BTD_2,-0.7928250931029601,-1.0428250931029601,-0.5428250931029601
BTD_4,-0.8321322229845418,-1.0821322229845418,-0.5821322229845418
BTD_5,1.144256243104112,0.8942562431041119,1.394256243104112
BTD_6,-3.0448989151759767,-3.2948989151759767,-2.7948989151759767
BTEC_2,-0.5608992591575684,-0.8108992591575684,-0.31089925915756844
BTEC_5,-0.6154305523144219,-0.8654305523144219,-0.3654305523144219
BTEC_7,-0.2851735945782104,-0.5351735945782103,-0.0351735945782104
BTMOD_5,-0.050252410105949066,-0.30025241010594905,0.19974758989405095
BTMOD_6,0.4806249011936662,0.2306249011936662,0.7306249011936662
BUNI_2,-1.0716902475970262,-1.3216902475970262,-0.8216902475970262
BUNI_3,-0.8027862079999494,-1.0527862079999495,-0.5527862079999494
BUNI_4,-1.4072449215263618,-1.6572449215263618,-1.1572449215263618
BUNI_5,-1.0579705758686706,-1.3079705758686706,-0.8079705758686706
BUNI_6,-0.9108750586098554,-1.1608750586098555,-0.6608750586098554
BUNI_7,-0.7574126166628312,-1.0074126166628312,-0.5074126166628312
BZCEN_4,0.9312820536168527,0.6812820536168527,1.1812820536168527
BZCEN_5,0.2649208140117244,0.014920814011724404,0.5149208140117244
BZCEN_6,-0.5985206971384359,-0.8485206971384359,-0.3485206971384359
BZSUR_2,-0.5002490073404442,-0.7502490073404442,-0.2502490073404442
BZSUR_3,-0.45734496462228025,-0.7073449646222802,-0.20734496462228025
BZSUR_5,-0.3505163915456969,-0.6005163915456969,-0.10051639154569691
BZSUR_6,-0.6791685139096078,-0.9291685139096078,-0.42916851390960775
BZSUR_7,-0.3113644421132927,-0.5613644421132927,-0.06136444211329273
