paso,inicio,fin,duracion_min,logLik,code,convergio
03A_joint_sin_correlacion_DEoptim_NM_checkpoint_10h,2026-06-11 09:44:25.58164,2026-06-11 14:41:59.928911,297.572,NA,NA,FALSE
