PeID,id_persona,grupo_edad,grupo_sexo,grupo_ingreso,grupo_territorio,grupo_cluster_tiempo,grupo_cluster_modo,Tw,Tw_hat,Tf1,Tf1_hat,Tf2,Tf2_hat,Tc,w,Ec,Ec_monetario,ing_fijo,EcI,Ec_trabajo_no_remunerado,VoL_predicho,VoL_observado,VTAW_predicho,VTAW_observado,VoL_predicho_sobre_w,VTAW_predicho_sobre_w,ingreso_libre_observado,ingreso_libre_predicho,ingreso_potencial_neto_Ec,error_Tw,error_Tf1,error_Tf2,cierre_temporal,cierre_temporal_predicho,diferencia_cierre_predicho
4,00006-1-03,18 a 29,Hombres,Quintil medio,Norte,Rutina flexible,Movilidad activa,12.79,23.709668320738665,78.66,66.52809086603268,11.88,13.092240813228624,64.67000000000002,3.134717,40.09303043,0,0,0,40.09303043,13.124825766531226,0,9.990108766531225,-3.134717,4.186925252433066,3.1869252524330665,0,34.23006991938095,283.81727717999996,-10.919668320738666,12.131909133967312,-1.2122408132286235,168,168,0
8,00008-1-02,45 a 59,Mujeres,Quintil bajo,Centro,Rutina flexible,Movilidad activa,31.62,34.2446060706677,49.05,48.81830851788326,12,9.607085411449026,75.33,2.99152,94.5918624,0,0,0,94.5918624,4.1026468338204864,0,1.1111268338204865,-2.99152,1.3714255073743402,0.3714255073743403,0,7.851561552523847,182.63229600000003,-2.6246060706676992,0.2316914821167373,2.3929145885509744,168,168,0
20,00030-1-01,60 o mas,Hombres,Quintil medio,Norte,Rutina flexible,Movilidad activa,29.9,18.787694067243752,35.84,58.28269801617047,22.8,11.46960791658577,79.46,3.008059,13.244897154393286,49.01,125.7060669456067,-76.6960669456067,89.94096409999999,18.937995303512665,39.92904055815974,15.929936303512665,36.92098155815974,6.2957526110733415,5.295752611073342,76.6960669456067,43.26959507382588,253.08864670560672,11.112305932756247,-22.442698016170468,11.33039208341423,168,168,0
21,00031-1-01,60 o mas,Mujeres,Quintil bajo,Centro,Rutina flexible,Movilidad activa,40.97,25.461843340476257,64.13,76.66169650767304,12.11,15.08646015185068,50.790000000000006,3.025548,26.116701559999996,56.66,154.5,-97.84,123.95670156,16.943185118280663,39.17809359233894,13.917637118280663,36.15254559233894,5.600038445359539,4.600038445359539,97.84,50.919327635091264,328.50777952,15.508156659523742,-12.531696507673047,-2.976460151850681,168,168,0
30,00046-1-04,18 a 29,Mujeres,Quintil alto,Centro,Rutina flexible,Movilidad mixta,31.82,31.02154798783524,33.08,32.54402612883778,5.07,6.404425883326976,98.03,2.976366,88.64793986000001,6.4399999999999995,0,6.4399999999999995,82.20793986000001,2.887254258551039,4.849418967709445,-0.08911174144896128,1.873052967709445,0.9700602206015788,-0.029939779398421188,6.060026260000001,3.6835408383612247,119.60838916,0.7984520121647591,0.53597387116222,-1.3344258833269755,168,168,0
34,00055-1-04,18 a 29,Hombres,Quintil bajo,Norte,Rutina flexible,Motorizados privados,15.49,19.581956445312482,51.31,44.18312775429679,5.66,8.694915800390746,95.53999999999999,3.103409,48.071805409999996,0,0,0,48.071805409999996,7.331694874159005,3.807621122078764e-15,4.228285874159005,-3.103408999999996,2.362464913312749,1.362464913312749,7.105427357601002e-15,12.69901445999077,176.80121073000004,-4.091956445312482,7.126872245703211,-3.0349158003907455,168,168,0
39,00058-1-04,18 a 29,Mujeres,Quintil medio,Sur,Rutina flexible,Usuarios publicos,10.67,13.792458571579024,35.5,32.434641615775,6.44,6.382899812645954,115.39000000000001,3.259843,34.78252481,0,0,0,34.78252481,8.005253458109792,0,4.745410458109792,-3.259843,2.4557174864279636,1.4557174864279634,0,10.178724717351884,136.71781541999997,-3.122458571579024,3.065358384225,0.057100187354046206,168,168,0
40,00059-1-02,60 o mas,Mujeres,Quintil bajo,Sur,Rutina flexible,Movilidad activa,36.19,37.90297607391631,40.38,40.355380699203586,9.63,7.941643226880093,81.80000000000001,3.107775,112.47037725,0,0,0,112.47037725,3.3650400577210773,0,0.2572650577210771,-3.107775,1.0827811079376972,0.08278110793769726,0,5.323544218115259,155.41982774999997,-1.712976073916309,0.02461930079641661,1.6883567731199074,168,168,0
41,00061-1-03,60 o mas,Mujeres,Quintil bajo,Centro,Rutina flexible,Movilidad activa,34.01,23.047334808915267,33.42,41.947670916566175,5.82,8.254994274518571,94.75,2.968391,60.15582536762709,26.149999999999995,66.9491525423729,-40.79915254237291,100.95497791,5.021584790042474,31.741824531259887,2.053193790042474,28.773433531259887,1.6916857617620031,0.691685761762003,40.79915254237291,8.25767585314371,157.2788153823729,10.962665191084731,-8.527670916566173,-2.434994274518571,168,168,0
53,00077-1-02,45 a 59,Mujeres,Quintil bajo,Norte,Rutina flexible,Motorizados privados,24.35,26.948410078934494,47.87,43.77666333927667,7.12,8.614926581788826,88.66,3.03938,74.008903,0,0,0,74.008903,4.60193900726294,0,1.5625590072629403,-3.03938,1.5141045237064599,0.51410452370646,0,7.897555625711917,167.1355062,-2.598410078934492,4.093336660723324,-1.4949265817888255,168,168,0
