id_persona,modulo,choice,T_modulo_sem,choice_interno_v10,mod_TD,mod_TC,mod_ED,mod_CP,T_mod_10h,female,zona_centro,zona_sur,edad_18_24,edad_45_64,edad_65mas,n_menores_18,n_trabajadores,n_profesionales,vive_pareja,educ_secundaria,educ_tecnica,educ_universitaria,quintil_2,quintil_3,quintil_4,quintil_5,ing_personal,PeID,WeID,avl_1,chc_1,wd_1,avl_2,chc_2,wd_2,avl_3,chc_3,wd_3,avl_4,chc_4,wd_4,avl_5,chc_5,wd_5,avl_6,chc_6,wd_6,avl_7,chc_7,wd_7,wc_1,Tw,Tf1,Tf2,Tc,w,Ec,ta,Ec_monetario,Ec_trabajo_no_remunerado,ingreso_libre_observado,ingreso_potencial_neto_Ec,wc_2
10044-1-01,TD,5,44.55,5,1,0,0,0,4.455,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,111.77,4963,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,79.91,15.67,6.23,66.19,3.083204,180.5646380916129,168,45.96,246.37883164,65.8141935483871,133.33636114838708,1
10046-1-04,TO,5,40,5,0,0,0,0,4,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,214.29,4964,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,61.2,37.39,8.84,60.56999999999999,3.061456,64.83537891428571,168,91.76,62.36109320000001,122.52572828571432,264.05683916571434,1
10046-1-04,TD,5,21.19,5,1,0,0,0,2.119,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,214.29,4964,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,61.2,37.39,8.84,60.56999999999999,3.061456,64.83537891428571,168,91.76,62.36109320000001,122.52572828571432,264.05683916571434,1
10054-1-02,TD,1,33.37,1,1,0,0,0,3.3369999999999997,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,4965,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,63.95,49.55,7.85,46.65,3.052844,195.2293738,168,0,195.2293738,0,175.2332456,1
10055-1-01,TO,2,25,2,0,0,0,0,2.5,1,1,0,0,1,0,0,3,1,0,1,0,0,0,0,1,0,180.06,4966,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,62.41,46.64,8.85,50.1,3.959277,142.86439935589738,168,75.83,114.59850191999998,104.23407821410262,323.93435894410266,1
10055-1-01,TD,5,37.41,5,1,0,0,0,3.741,1,1,0,0,1,0,0,3,1,0,1,0,0,0,0,1,0,180.06,4966,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,62.41,46.64,8.85,50.1,3.959277,142.86439935589738,168,75.83,114.59850191999998,104.23407821410262,323.93435894410266,1
10056-1-01,TO,5,40,5,0,0,0,0,4,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,550,4967,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,57.46,48.21,6.98,55.349999999999994,9.630315,254.88791714000004,168,251.53000000000003,53.357917140000005,298.46998276,829.9670676100001,1
10058-1-01,TO,1,48,1,0,0,0,0,4.8,0,0,1,0,0,0,0,2,1,1,1,0,0,1,0,0,0,175,4968,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,56.72,35.63,8.64,67.01,3.598547,139.24956616,168,110.14,29.10956616,64.86001968,224.16769536999996,1
10058-1-01,TD,1,5.33,1,1,0,0,0,0.533,0,0,1,0,0,0,0,2,1,1,1,0,0,1,0,0,0,175,4968,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,56.72,35.63,8.64,67.01,3.598547,139.24956616,168,110.14,29.10956616,64.86001968,224.16769536999996,1
10058-1-01,TC,1,3.39,1,0,1,0,0,0.339,0,0,1,0,0,0,0,2,1,1,1,0,0,1,0,0,0,175,4968,3,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,56.72,35.63,8.64,67.01,3.598547,139.24956616,168,110.14,29.10956616,64.86001968,224.16769536999996,1
10058-1-02,TO,7,10,7,0,0,0,0,1,1,0,1,0,0,0,0,2,1,1,1,0,0,1,0,0,0,30,4969,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,30.18,65.32,6.08,66.42,3.001861,79.47616094,168,18.88,60.59616094,11.120004039999998,225.45287944,1
10058-1-03,ED,1,31.32,1,0,0,1,0,3.132,0,0,1,1,0,0,0,2,1,0,0,1,0,1,0,0,0,0,4970,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,4.53,57.55,3.08,102.84,3.083375,13.967688750000002,168,0,13.967688750000002,0,186.94502625,1
10063-1-02,ED,7,21.08,7,0,0,1,0,2.1079999999999997,1,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,15.83,4971,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,24.01,58.35,4.73,80.91000000000001,0.813536,14.61965812666667,168,10.92,12.03299146,4.913341233333332,56.23119211333333,1
10066-1-01,TO,1,40,1,0,0,0,0,4,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,333.33,4972,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,66.94,39.65,8.98,52.43000000000001,4.990434,139.8163094266667,168,139.09,84.05964276,194.24334253333325,436.9281479533333,1
10066-1-01,TD,1,22.5,1,1,0,0,0,2.25,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,333.33,4972,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,66.94,39.65,8.98,52.43000000000001,4.990434,139.8163094266667,168,139.09,84.05964276,194.24334253333325,436.9281479533333,1
10068-1-01,TC,1,0.18,1,0,1,0,0,0.018,1,0,1,0,1,0,2,2,1,1,0,0,1,0,0,0,1,500,4973,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,65.71,23,10.6,68.69000000000001,6.894497,189.44740874,168,236.41,78.03740874,263.58998912999994,495.24508832999993,1
10071-1-02,TD,5,38.27,5,1,0,0,0,3.827,1,0,1,0,1,0,1,2,2,1,0,0,0,0,0,0,0,0,4974,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,38.27,34.88,11.11,83.74,3.115324,119.22344948,168,0,119.22344948,0,143.27375076000004,1
10075-1-01,TD,5,39.45,5,1,0,0,0,3.945,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,139.5,4975,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,39.45,29.68,7,91.87,3.092392,9.844864399999992,168,27.35,121.9948644,112.15,225.57893856,1
10076-1-01,TO,1,54,1,0,0,0,0,5.4,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,1,0,475,4976,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,57.87,34.97,12.61,62.55,8.417191,228.08284837,168,215.98,12.10284837,259.0199948,659.5099425800001,1
10076-1-01,TD,1,3.87,1,1,0,0,0,0.387,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,1,0,475,4976,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,57.87,34.97,12.61,62.55,8.417191,228.08284837,168,215.98,12.10284837,259.0199948,659.5099425800001,1
10076-1-02,TO,7,45,7,0,0,0,0,4.5,1,0,1,1,0,0,0,2,0,1,1,0,0,0,0,1,0,150,4977,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,50.6,56.77,2.75,57.88,3.309493,85.6603408,168,68.2,17.460340799999997,81.800005,278.78102835999994,1
10078-1-01,TO,5,45,5,0,0,0,0,4.5,0,1,0,0,1,0,0,2,1,1,1,0,0,0,0,1,0,350,4978,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,47.97,24.01,15.06,80.96,7.49202,161.66221514,168,152.27,9.39221514,197.72998426,490.4432056600001,1
10078-1-02,TO,1,45,1,0,0,0,0,4.5,1,1,0,0,0,0,0,2,1,1,0,1,0,0,0,1,0,200,4979,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,70.02,18.68,14.44,64.86000000000001,4.008307,167.67167776,168,87.00999999999999,80.66167776,112.98997838,245.74510622,1
10078-1-02,TD,1,25.02,1,1,0,0,0,2.502,1,1,0,0,0,0,0,2,1,1,0,1,0,0,0,1,0,200,4979,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,70.02,18.68,14.44,64.86000000000001,4.008307,167.67167776,168,87.00999999999999,80.66167776,112.98997838,245.74510622,1
10079-1-01,TO,2,40,2,0,0,0,0,4,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,200,4980,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,67.97,25.54,11.64,62.85000000000001,1.932783,8.391274980000006,168,77.02000000000001,81.37127498,122.97998552999998,194.84085746999995,1
10080-1-01,TO,2,72,2,0,0,0,0,7.2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,50,4981,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,77.72,8.49,9.69,72.10000000000001,0.873554,65.73262904,168,47.84,17.89262904,2.159987839999999,18.041199559999995,1
10083-1-02,TO,5,10,5,0,0,0,0,1,0,1,0,1,0,0,0,2,2,0,0,1,0,1,0,0,0,32.29,4982,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,18.11,80.59,4.58,64.71999999999998,2.65872,35.4062561323741,168,19.55,24.3994216,12.743163067625908,239.186345467626,1
10083-1-02,TD,5,7.8,5,1,0,0,0,0.78,0,1,0,1,0,0,0,2,2,0,0,1,0,1,0,0,0,32.29,4982,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,18.11,80.59,4.58,64.71999999999998,2.65872,35.4062561323741,168,19.55,24.3994216,12.743163067625908,239.186345467626,1
10084-1-01,TD,5,13.7,5,1,0,0,0,1.37,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4983,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,13.7,22.39,25.01,106.90000000000002,3.098137,42.4444769,168,0,42.4444769,0,146.8516937999999,1
10084-1-01,CP,1,18.66,1,0,0,0,1,1.866,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4983,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,13.7,22.39,25.01,106.90000000000002,3.098137,42.4444769,168,0,42.4444769,0,146.8516937999999,1
10087-1-01,TO,5,10,5,0,0,0,0,1,1,1,0,0,0,0,2,2,0,1,1,0,0,0,1,0,0,190.09,4984,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,29.06,36.46,12.47,90.00999999999999,8.049215,147.6639836634483,168,103.84,58.91019056,86.24620423655168,480.0942941865518,1
10087-1-01,TD,5,16.66,5,1,0,0,0,1.666,1,1,0,0,0,0,2,2,0,1,1,0,0,0,1,0,0,190.09,4984,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,29.06,36.46,12.47,90.00999999999999,8.049215,147.6639836634483,168,103.84,58.91019056,86.24620423655168,480.0942941865518,1
10087-1-01,TC,5,2.4,5,0,1,0,0,0.24,1,1,0,0,0,0,2,2,0,1,1,0,0,0,1,0,0,190.09,4984,3,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,29.06,36.46,12.47,90.00999999999999,8.049215,147.6639836634483,168,103.84,58.91019056,86.24620423655168,480.0942941865518,1
10087-1-01,ED,2,22.94,2,0,0,1,0,2.294,1,1,0,0,0,0,2,2,0,1,1,0,0,0,1,0,0,190.09,4984,4,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,29.06,36.46,12.47,90.00999999999999,8.049215,147.6639836634483,168,103.84,58.91019056,86.24620423655168,480.0942941865518,1
10088-1-01,TD,1,43.52,1,1,0,0,0,4.352,1,0,0,0,0,0,2,1,2,1,0,1,0,0,1,0,0,0,4985,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,72.37,24.84,16.6,54.18999999999999,3.013432,218.08207384,168,0,218.08207384,0,124.87662207999998,1
10088-1-02,TO,1,41,1,0,0,0,0,4.1,0,0,0,0,0,0,2,1,2,1,0,0,1,0,1,0,0,350,4986,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,58.2,44.25,6.78,58.77,6.925801,252.191608,168,199.11,53.081608,150.89001020000003,504.3136352300001,1
10088-1-02,TD,1,10.06,1,1,0,0,0,1.006,0,0,0,0,0,0,2,1,2,1,0,0,1,0,1,0,0,350,4986,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,58.2,44.25,6.78,58.77,6.925801,252.191608,168,199.11,53.081608,150.89001020000003,504.3136352300001,1
10088-1-02,TC,1,7.14,1,0,1,0,0,0.714,0,0,0,0,0,0,2,1,2,1,0,0,1,0,1,0,0,350,4986,3,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,58.2,44.25,6.78,58.77,6.925801,252.191608,168,199.11,53.081608,150.89001020000003,504.3136352300001,1
10089-1-01,TO,1,45,1,0,0,0,0,4.5,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,450,4987,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,84.37,26.65,9.25,47.73,6.755454,332.8476341,168,212.89,119.9576341,237.11001988000004,479.6308184800001,1
10093-1-01,TO,2,45,2,0,0,0,0,4.5,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,100,4988,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,74,26.25,11.04,56.71,2.546529,168.433127,168,79.99000000000001,88.443127,20.010019,114.97008540999995,1
10093-1-01,TC,5,8.69,5,0,1,0,0,0.869,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,100,4988,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,74,26.25,11.04,56.71,2.546529,168.433127,168,79.99000000000001,88.443127,20.010019,114.97008540999995,1
10094-1-02,TD,1,39.07,1,1,0,0,0,3.907,1,1,0,0,1,0,0,2,1,1,1,0,0,0,1,0,0,0,4989,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,39.07,31.52,14.21,83.20000000000002,3.049294,119.13591658,168,0,119.13591658,0,139.44421461999997,1
10100-1-02,TD,1,35.75,1,1,0,0,0,3.575,1,0,1,0,0,0,3,1,2,1,0,0,1,0,0,1,0,175,4990,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,52.58,46.31,14.4,54.71,5.705345,219.19704928,168,94.21,124.98704928,80.78999082000001,427.16148577,1
10102-1-01,TO,1,16,1,0,0,0,0,1.6,0,1,0,0,0,0,1,2,1,1,0,1,0,1,0,0,0,137.5,4991,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,49.59,43.47,6.13,68.81,5.199558,226.54608405,168,106.2,120.34608405,31.299997169999983,289.19807397,1
10102-1-02,TO,1,16,1,0,0,0,0,1.6,1,1,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,37.5,4992,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,51.92,33.65,6.78,75.65,2.809604,137.34462711999998,168,28.97,108.37462712,8.530012560000046,122.12230228000004,1
10102-1-02,TD,5,35.55,5,1,0,0,0,3.5549999999999997,1,1,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,37.5,4992,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,51.92,33.65,6.78,75.65,2.809604,137.34462711999998,168,28.97,108.37462712,8.530012560000046,122.12230228000004,1
10102-1-02,TC,1,0.37,1,0,1,0,0,0.037,1,1,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,37.5,4992,3,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,51.92,33.65,6.78,75.65,2.809604,137.34462711999998,168,28.97,108.37462712,8.530012560000046,122.12230228000004,1
10106-1-01,TO,2,70,2,0,0,0,0,7,0,1,0,0,0,1,0,3,1,1,0,0,0,0,0,0,1,217.02,4993,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,72.74,18.49,13.3,63.47000000000001,1.840532,9.88341146019509,168,93.02,8.88029068,123.99688621980488,182.5073984998049,1
10106-1-01,TC,2,0.29,2,0,1,0,0,0.02899999999999999,0,1,0,0,0,1,0,3,1,1,0,0,0,0,0,0,1,217.02,4993,2,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,72.74,18.49,13.3,63.47000000000001,1.840532,9.88341146019509,168,93.02,8.88029068,123.99688621980488,182.5073984998049,1
10106-1-02,TO,2,20,2,0,0,0,0,2,1,1,0,0,1,0,0,3,1,1,1,0,0,0,0,0,1,141.4,4994,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,55.04,34.25,14.83,63.88000000000001,3.509271,112.3611616650563,168,60.61,103.15026144,80.7891141749437,253.0241348549437,1
10106-1-02,TD,2,34.58,2,1,0,0,0,3.4579999999999997,1,1,0,0,1,0,0,3,1,1,1,0,0,0,0,0,1,141.4,4994,2,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,55.04,34.25,14.83,63.88000000000001,3.509271,112.3611616650563,168,60.61,103.15026144,80.7891141749437,253.0241348549437,1
10107-1-02,TD,1,39.67,1,1,0,0,0,3.967,1,0,0,0,0,0,2,1,2,1,0,1,0,1,0,0,0,0,4995,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,47.92,22.14,12.84,85.1,2.981633,142.87985336,168,0,142.87985336,0,104.29752234000004,1
10107-1-02,TC,1,8.25,1,0,1,0,0,0.825,1,0,0,0,0,0,2,1,2,1,0,1,0,1,0,0,0,0,4995,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,47.92,22.14,12.84,85.1,2.981633,142.87985336,168,0,142.87985336,0,104.29752234000004,1
10110-1-02,TD,1,62.1,1,1,0,0,0,6.21,1,0,1,0,0,0,3,1,2,1,0,1,0,0,0,1,0,0,4996,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,82.8,22.42,6.02,56.760000000000005,3.054622,252.9227016,168,0,252.9227016,0,86.87344968,1
10110-1-02,TC,1,20.7,1,0,1,0,0,2.07,1,0,1,0,0,0,3,1,2,1,0,1,0,0,0,1,0,0,4996,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,82.8,22.42,6.02,56.760000000000005,3.054622,252.9227016,168,0,252.9227016,0,86.87344968,1
10111-1-01,TD,1,28.62,1,1,0,0,0,2.862,0,0,1,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,4997,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,50.26,32.1,10.3,75.34000000000002,3.070611,154.32890886,168,0,154.32890886,-2.8421709430404014e-14,130.19390639999995,1
10115-1-03,TO,1,45,1,0,0,0,0,4.5,0,1,0,0,1,0,0,1,3,0,0,1,0,0,0,1,0,276.4,4998,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,47.23,23.98,6.68,90.11,3.182493,6.593924173845,168,132.68,6.80915336,143.715220216155,241.29045559615497,1
10120-1-02,TD,5,42.91,5,1,0,0,0,4.2909999999999995,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4999,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,70.71,16.07,5.79,75.42999999999999,3.0793,217.73730299999997,168,0,217.73730299999997,0,67.31349800000007,1
10120-1-02,TC,7,27.8,7,0,1,0,0,2.78,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4999,2,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,70.71,16.07,5.79,75.42999999999999,3.0793,217.73730299999997,168,0,217.73730299999997,0,67.31349800000007,1
10124-1-01,TO,2,12,2,0,0,0,0,1.2,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,62.5,5000,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,23.64,35.58,20.94,87.84000000000002,4.126592,74.58263780000001,168,39.53000000000001,35.0526378,22.969997079999985,256.2049769199999,1
10124-1-01,TD,5,11.64,5,1,0,0,0,1.164,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,62.5,5000,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,23.64,35.58,20.94,87.84000000000002,4.126592,74.58263780000001,168,39.53000000000001,35.0526378,22.969997079999985,256.2049769199999,1
10124-1-02,TD,5,37.58,5,1,0,0,0,3.758,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,5001,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,37.58,20.09,19.78,90.55,3.312233,124.47371614,168,0,124.47371614,0,132.05872971,1
10125-1-01,TD,2,66.53,2,1,0,0,0,6.6530000000000005,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,5002,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,75.88,27.93,7.49,56.7,3.019043,229.08498284,168,0,229.08498284,0,106.93450306000004,1
10128-1-01,TO,6,45,6,0,0,0,0,4.5,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,236.76,5003,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,64.05,20.82,14.92,68.21,3.618285,114.01642521764713,168,119.03,56.7511311,117.7347290323529,247.05223493235292,1
10129-1-02,TD,1,28.6,1,1,0,0,0,2.8600000000000003,1,1,0,0,0,0,3,1,2,1,0,1,0,1,0,0,0,0,5004,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,40.39,60.85,10.56,56.19999999999999,3.097664,125.11464896,168,0,125.11464896,0,221.20418624,1
10129-1-02,TC,5,11.79,5,0,1,0,0,1.1789999999999998,1,1,0,0,0,0,3,1,2,1,0,1,0,1,0,0,0,0,5004,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,40.39,60.85,10.56,56.19999999999999,3.097664,125.11464896,168,0,125.11464896,0,221.20418624,1
10131-1-01,TO,1,44,1,0,0,0,0,4.4,1,1,0,0,1,0,0,2,1,1,0,1,0,1,0,0,0,150,5005,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,67.45,31.39,9.15,60.01,3.264646,130.23036555,168,60.029999999999994,70.20036554999999,89.97000715000001,222.31875599000008,1
10132-1-01,TC,1,3.49,1,0,1,0,0,0.34900000000000003,0,0,0,0,1,0,1,3,0,1,0,0,0,1,0,0,0,0,5006,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,15.09,32.98,11.62,108.31,3.078647,46.45678323,168,0,46.45678323,0,137.3076562,1
10132-1-02,TO,1,48,1,0,0,0,0,4.8,1,0,0,0,1,0,1,3,0,1,0,0,0,1,0,0,0,125,5007,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,65.07,33.92,6.3,62.71000000000001,2.73796,98.2490526,168,45.09,53.1590526,79.91000460000001,190.0307558,1
10132-1-03,TO,1,20,1,0,0,0,0,2,1,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,50,5008,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,37.88,48.9,8.67,72.55,2.750474,72.22796836,168,18.04,54.187968360000006,31.959986760000007,190.30477494,1
10132-1-03,TD,2,8.91,2,1,0,0,0,0.891,1,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,50,5008,2,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,37.88,48.9,8.67,72.55,2.750474,72.22796836,168,18.04,54.187968360000006,31.959986760000007,190.30477494,1
10132-1-03,TC,2,8.97,2,0,1,0,0,0.897,1,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,50,5008,3,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,37.88,48.9,8.67,72.55,2.750474,72.22796836,168,18.04,54.187968360000006,31.959986760000007,190.30477494,1
10132-1-04,TD,2,34.8,2,1,0,0,0,3.4799999999999995,1,0,0,0,1,0,1,3,0,0,0,0,0,1,0,0,0,50,5009,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,47.89,40.07,8.41,71.63,3.544457,137.78404202000002,168,18.04,119.74404202,31.960003709999995,203.79527907,1
10133-1-01,TC,5,19.35,5,0,1,0,0,1.935,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,187.5,5010,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,58.64,40.39,11.46,57.51,2.966275,106.74236599999998,168,120.29999999999998,173.942366,67.20000000000002,221.00135875000004,1
10134-1-01,TO,6,45,6,0,0,0,0,4.5,0,0,0,0,1,0,2,3,0,1,1,0,0,0,0,1,0,250,5011,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,49.95,42.57,8.51,66.96999999999998,5.335641,107.615279,168,91.1,16.515279,158.89998895000002,431.44453123000005,1
10135-1-01,TD,5,37.17,5,1,0,0,0,3.717,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,140,5012,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,127.37,1.55,0.71,38.37,1.427503,107.54102731000002,168,65.72,119.32102731000002,74.28002979999998,77.50618657999998,1
10137-1-03,TD,5,34.09,5,1,0,0,0,3.4090000000000003,1,1,0,1,0,0,2,2,2,1,0,1,0,0,0,1,0,24.71,5013,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,80.03,36.51,12.11,39.35,2.977563,226.6784514870588,168,13.09,218.29433384,11.61591540294117,156.38502846294116,1
10137-1-03,TC,5,39.94,5,0,1,0,0,3.994,1,1,0,1,0,0,2,2,2,1,0,1,0,0,0,1,0,24.71,5013,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,80.03,36.51,12.11,39.35,2.977563,226.6784514870588,168,13.09,218.29433384,11.61591540294117,156.38502846294116,1
