id_persona,modulo,choice,T_modulo_sem,choice_interno_v10,mod_TD,mod_TC,mod_ED,mod_CP,T_mod_10h,female,zona_centro,zona_sur,edad_18_24,edad_45_64,edad_65mas,n_menores_18,n_trabajadores,n_profesionales,vive_pareja,educ_secundaria,educ_tecnica,educ_universitaria,quintil_2,quintil_3,quintil_4,quintil_5,ing_personal,PeID,WeID,avl_1,chc_1,wd_1,avl_2,chc_2,wd_2,avl_3,chc_3,wd_3,avl_4,chc_4,wd_4,avl_5,chc_5,wd_5,avl_6,chc_6,wd_6,avl_7,chc_7,wd_7,wc_1,Tw,Tf1,Tf2,Tc,w,Ec,ta,Ec_monetario,Ec_trabajo_no_remunerado,ingreso_libre_observado,ingreso_potencial_neto_Ec,wc_2
03044-1-01,TD,1,14.54,1,1,0,0,0,1.454,1,1,0,0,0,0,1,2,2,1,0,0,1,0,0,1,0,250,1512,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,85.37,17.03,13.33,52.27,4.174568,257.23287955,168,150.85000000000002,106.38287955,99.14999060999996,225.88987509,1
03044-1-01,TC,1,20.83,1,0,1,0,0,2.0829999999999997,1,1,0,0,0,0,1,2,2,1,0,0,1,0,0,1,0,250,1512,3,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,85.37,17.03,13.33,52.27,4.174568,257.23287955,168,150.85000000000002,106.38287955,99.14999060999996,225.88987509,1
03045-1-01,TO,1,40,1,0,0,0,0,4,1,1,0,0,1,0,2,2,2,1,0,0,1,0,0,1,0,325,1513,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,72.16,23.27,8.38,64.19000000000001,5.832862,270.3493512,168,174.45000000000002,95.8993512,150.54997072000003,335.16005301999996,1
03045-1-01,TD,1,26.48,1,1,0,0,0,2.648,1,1,0,0,1,0,2,2,2,1,0,0,1,0,0,1,0,325,1513,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,72.16,23.27,8.38,64.19000000000001,5.832862,270.3493512,168,174.45000000000002,95.8993512,150.54997072000003,335.16005301999996,1
03048-1-01,TO,1,40,1,0,0,0,0,4,0,0,1,0,1,0,1,2,0,1,1,0,0,0,0,0,1,425,1514,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,42.67,20.57,11.51,93.25,10.162651,210.82033093,168,202.18,8.64033093,222.81998724000005,548.8378313200001,1
03048-1-01,TD,1,2.56,1,1,0,0,0,0.256,0,0,1,0,1,0,1,2,0,1,1,0,0,0,0,0,1,425,1514,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,42.67,20.57,11.51,93.25,10.162651,210.82033093,168,202.18,8.64033093,222.81998724000005,548.8378313200001,1
03048-1-01,TC,1,0.11,1,0,1,0,0,0.011,0,0,1,0,1,0,1,2,0,1,1,0,0,0,0,0,1,425,1514,3,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,42.67,20.57,11.51,93.25,10.162651,210.82033093,168,202.18,8.64033093,222.81998724000005,548.8378313200001,1
03051-1-01,TO,1,44,1,0,0,0,0,4.4,0,1,0,0,1,0,2,2,2,1,0,0,1,0,0,0,1,1238.46,1515,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,62.62,41.3,8.6,55.48,19.272372,397.4343729784615,168,429.06,56.83591144,809.4015616615385,1771.092924461539,1
03051-1-01,TD,1,14.63,1,1,0,0,0,1.463,0,1,0,0,1,0,2,2,2,1,0,0,1,0,0,0,1,1238.46,1515,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,62.62,41.3,8.6,55.48,19.272372,397.4343729784615,168,429.06,56.83591144,809.4015616615385,1771.092924461539,1
03051-1-01,TC,1,3.99,1,0,1,0,0,0.399,0,1,0,0,1,0,2,2,2,1,0,0,1,0,0,0,1,1238.46,1515,3,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,62.62,41.3,8.6,55.48,19.272372,397.4343729784615,168,429.06,56.83591144,809.4015616615385,1771.092924461539,1
03053-1-01,TO,3,50,3,0,0,0,0,5,0,0,1,0,1,0,1,3,1,1,1,0,0,1,0,0,0,161.76,1516,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,60.15,29.59,6.81,71.44999999999999,3.004917,95.4810651176471,168,76.5,30.745771,85.26469243235287,194.64367123235292,1
03053-1-01,TD,5,10.15,5,1,0,0,0,1.015,0,0,1,0,1,0,1,3,1,1,1,0,0,1,0,0,0,161.76,1516,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,60.15,29.59,6.81,71.44999999999999,3.004917,95.4810651176471,168,76.5,30.745771,85.26469243235287,194.64367123235292,1
03056-1-01,TO,5,40,5,0,0,0,0,4,1,1,0,0,1,0,0,2,0,1,1,0,0,0,0,1,0,249.17,1517,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,56.87,42.25,10.12,58.76,3.784872,64.40902472333332,168,98.33,52.74569139,150.83664591666667,349.0503925566667,1
03056-1-01,TD,3,16.71,3,1,0,0,0,1.671,1,1,0,0,1,0,0,2,0,1,1,0,0,0,0,1,0,249.17,1517,2,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,56.87,42.25,10.12,58.76,3.784872,64.40902472333332,168,98.33,52.74569139,150.83664591666667,349.0503925566667,1
03056-1-03,TO,2,45,2,0,0,0,0,4.5,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,172.5,1518,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,49.26,43.53,12.71,62.50000000000001,2.546042,21.00801547999999,168,68.08999999999999,12.91801548,104.41001344,247.59941552000004,1
03056-1-03,TD,2,4.26,2,1,0,0,0,0.426,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,172.5,1518,2,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,49.26,43.53,12.71,62.50000000000001,2.546042,21.00801547999999,168,68.08999999999999,12.91801548,104.41001344,247.59941552000004,1
03057-1-01,TO,1,45,1,0,0,0,0,4.5,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,300,1519,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,69.42,30.44,10.42,57.72,4.669628,207.80559128,168,183.64,74.16559128,116.35998448000004,307.16098456000003,1
03057-1-01,TD,1,16.34,1,1,0,0,0,1.634,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,300,1519,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,69.42,30.44,10.42,57.72,4.669628,207.80559128,168,183.64,74.16559128,116.35998448000004,307.16098456000003,1
03061-1-01,TO,1,20,1,0,0,0,0,2,0,1,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,1520,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,56.74,36.12,4.75,70.38999999999999,2.061186,116.9516865,168,0,116.9516865,7.14000002233206e-6,84.24067896000005,1
03061-1-02,TD,7,22.86,7,1,0,0,0,2.286,1,1,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,12.5,1521,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,45.53,37.32,5.61,79.54,2.807353,174.82876877,168,59.51,115.31876877,-47.00998668000001,73.50967760999998,1
03061-1-02,CP,5,12.82,5,0,0,0,1,1.282,1,1,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,12.5,1521,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,45.53,37.32,5.61,79.54,2.807353,174.82876877,168,59.51,115.31876877,-47.00998668000001,73.50967760999998,1
03062-1-02,TD,2,33.04,2,1,0,0,0,3.304,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1522,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,33.04,52.52,7.31,75.13,3.44841,113.9354664,168,0,113.9354664,0,206.31837030000003,1
03065-1-01,TO,1,44,1,0,0,0,0,4.4,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,137.5,1523,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,50.74,18.05,6.48,92.73,3.125385,103.13205948,168,82.05,21.08205948,55.44997542,132.11566947000006,1
03065-1-01,TD,5,6.71,5,1,0,0,0,0.671,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,137.5,1523,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,50.74,18.05,6.48,92.73,3.125385,103.13205948,168,82.05,21.08205948,55.44997542,132.11566947000006,1
03065-2-01,TO,2,45,2,0,0,0,0,4.5,0,1,0,0,0,0,1,2,2,1,0,1,0,1,0,0,0,112.5,1524,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,62.45,40.43,5.7,59.42,2.650411,148.4181954,168,95.4,53.0181954,17.09997155000002,139.36343097999998,1
03065-2-01,TD,5,7.86,5,1,0,0,0,0.786,0,1,0,0,0,0,1,2,2,1,0,1,0,1,0,0,0,112.5,1524,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,62.45,40.43,5.7,59.42,2.650411,148.4181954,168,95.4,53.0181954,17.09997155000002,139.36343097999998,1
03067-1-02,TO,2,45,2,0,0,0,0,4.5,1,1,0,0,0,0,0,2,2,1,0,0,1,0,1,0,0,135,1525,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,67.8,29.65,11.09,59.46000000000001,3.028094,148.8847804,168,78.58,70.3047804,56.41999279999996,179.78454235999993,1
03067-1-02,TD,5,22.8,5,1,0,0,0,2.28,1,1,0,0,0,0,0,2,2,1,0,0,1,0,1,0,0,135,1525,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,67.8,29.65,11.09,59.46000000000001,3.028094,148.8847804,168,78.58,70.3047804,56.41999279999996,179.78454235999993,1
03070-2-01,TO,2,20,2,0,0,0,0,2,1,1,0,0,1,0,0,2,2,1,0,1,0,0,0,0,0,25,1526,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,52.08,32.89,11.94,71.09,2.368175,124.37453528,168,26.039999999999996,98.33453528,-1.039981279999992,105.12530397,1
03070-2-01,TD,5,30.93,5,1,0,0,0,3.093,1,1,0,0,1,0,0,2,2,1,0,1,0,0,0,0,0,25,1526,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,52.08,32.89,11.94,71.09,2.368175,124.37453528,168,26.039999999999996,98.33453528,-1.039981279999992,105.12530397,1
03072-1-02,TC,5,0.19,5,0,1,0,0,0.019,1,1,0,0,1,0,1,2,1,1,1,0,0,0,0,1,0,0,1527,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,54.88,19.26,16.88,76.98,3.127599,171.64263312,168,0,171.64263312,0,113.03142785999998,1
03076-1-01,TD,5,33.86,5,1,0,0,0,3.386,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1528,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,33.86,59.24,12.51,62.38999999999998,2.995814,101.43826204,168,0,101.43826204,0,214.94965450000004,1
03076-1-01,ED,1,17.57,1,0,0,1,0,1.757,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1528,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,33.86,59.24,12.51,62.38999999999998,2.995814,101.43826204,168,0,101.43826204,0,214.94965450000004,1
03077-1-01,TO,7,45,7,0,0,0,0,4.5,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,175,1529,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,86.9,19.29,7.81,53.99999999999999,3.413059,242.9948475,168,121.4,121.5948475,53.59997960000004,146.09387850000002,1
03077-1-01,TD,5,24.4,5,1,0,0,0,2.44,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,175,1529,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,86.9,19.29,7.81,53.99999999999999,3.413059,242.9948475,168,121.4,121.5948475,53.59997960000004,146.09387850000002,1
03077-1-01,TC,7,17.5,7,0,1,0,0,1.75,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,175,1529,3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,86.9,19.29,7.81,53.99999999999999,3.413059,242.9948475,168,121.4,121.5948475,53.59997960000004,146.09387850000002,1
03078-1-01,TD,5,39.02,5,1,0,0,0,3.902,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,162,1530,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,39.02,40.09,15.23,73.65999999999998,3.16142,32.258608400000014,168,70.9,123.3586084,91.1,265.98975440000004,1
03081-1-02,TD,5,21.42,5,1,0,0,0,2.1420000000000003,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1531,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,38.07,31.58,12.85,85.50000000000001,3.06942,116.8528194,168,0,116.8528194,0,136.37433059999995,1
03081-1-02,TC,5,16.65,5,0,1,0,0,1.6649999999999998,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1531,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,38.07,31.58,12.85,85.50000000000001,3.06942,116.8528194,168,0,116.8528194,0,136.37433059999995,1
03082-1-01,TO,1,24,1,0,0,0,0,2.4,1,0,1,0,0,0,3,2,2,1,0,0,1,0,0,1,0,222.22,1532,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,105.56,17.11,13.05,32.28,4.232352,364.6848166177778,168,140.14,246.76703884000003,82.08226050222214,209.72999682222215,1
03087-1-01,TO,1,30,1,0,0,0,0,3,0,1,0,0,0,0,3,1,0,1,0,0,0,1,0,0,0,100,1533,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,85.98,19.87,10.17,51.97999999999999,3.167164,234.80276574000004,168,62.489999999999995,172.31276574000003,37.50999497999999,132.65160154,1
03087-1-01,TD,7,40.71,7,1,0,0,0,4.071,0,1,0,0,0,0,3,1,0,1,0,0,0,1,0,0,0,100,1533,2,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,85.98,19.87,10.17,51.97999999999999,3.167164,234.80276574000004,168,62.489999999999995,172.31276574000003,37.50999497999999,132.65160154,1
03089-1-02,TC,5,7.46,5,0,1,0,0,0.746,1,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,12.5,1534,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,40.5,54.33,8.33,64.84,2.412003,92.1461295,168,6.96,85.18612949999999,5.539992000000012,156.67609998,1
03093-1-01,TO,6,45,6,0,0,0,0,4.5,1,0,0,0,1,0,3,3,3,1,0,0,1,0,0,0,1,758.84,1535,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,61.62,24.31,8.62,73.44999999999999,12.157462,234.5422340498551,168,244.24,49.14281375999999,514.6005743901449,914.9457980501452,1
03093-1-01,TC,5,9.61,5,0,1,0,0,0.961,1,0,0,0,1,0,3,3,3,1,0,0,1,0,0,0,1,758.84,1535,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,61.62,24.31,8.62,73.44999999999999,12.157462,234.5422340498551,168,244.24,49.14281375999999,514.6005743901449,914.9457980501452,1
03094-1-02,TO,7,21,7,0,0,0,0,2.1,0,0,1,0,0,0,0,2,1,0,0,1,0,0,1,0,0,112.01,1536,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,29.15,75.16,7.48,56.209999999999994,3.857491,48.5922354729572,168,48.16,24.94585415,63.8536271770428,382.6366834170428,1
03097-1-02,TO,5,45,5,0,0,0,0,4.5,1,1,0,0,0,0,1,2,2,1,0,1,0,1,0,0,0,137.5,1537,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,82.38,15.38,8.48,61.760000000000005,3.013921,203.23676924,168,92.45,110.78676924,45.05004273999998,116.96219779999996,1
03099-1-01,TC,2,11.86,2,0,1,0,0,1.186,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,98.92,1538,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,36.3,60.38,7.63,63.68999999999999,2.93353,45.415120651376085,168,37.849999999999994,106.487139,61.072018348623914,260.58139364862393,1
03101-1-02,TO,1,42,1,0,0,0,0,4.2,1,0,1,0,1,0,0,2,2,1,0,0,1,0,0,1,0,200,1539,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,71.86,16.38,8.61,71.15,4.081369,186.65720858,168,93.37,93.28720858,106.62996775999996,208.6233790699999,1
03101-1-02,TD,1,29.86,1,1,0,0,0,2.986,1,0,1,0,1,0,0,2,2,1,0,0,1,0,0,1,0,200,1539,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,71.86,16.38,8.61,71.15,4.081369,186.65720858,168,93.37,93.28720858,106.62996775999996,208.6233790699999,1
03101-1-02,TC,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,2,2,1,0,0,1,0,0,1,0,200,1539,3,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,71.86,16.38,8.61,71.15,4.081369,186.65720858,168,93.37,93.28720858,106.62996775999996,208.6233790699999,1
03102-1-01,TD,5,10.1,5,1,0,0,0,1.01,0,1,0,0,0,0,1,2,2,1,0,1,0,0,0,1,0,300,1540,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,72.49,26.47,11.26,57.78000000000001,5.282966,229.10218096,168,146.14,82.96218096000001,153.86002437999997,353.18633156000004,1
03104-1-01,TO,2,50,2,0,0,0,0,5,1,1,0,0,1,0,3,1,0,1,0,0,0,0,1,0,0,262.5,1541,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,76.98,36.68,5.82,48.52,4.402659,209.8266681,168,133.41,76.4166681,129.09002171999998,316.20302921999996,1
03104-1-01,TD,5,24.24,5,1,0,0,0,2.424,1,1,0,0,1,0,3,1,0,1,0,0,0,0,1,0,0,262.5,1541,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,76.98,36.68,5.82,48.52,4.402659,209.8266681,168,133.41,76.4166681,129.09002171999998,316.20302921999996,1
03109-1-02,TD,1,30.86,1,1,0,0,0,3.086,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1542,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,43.7,48.87,7.83,67.60000000000001,3.390063,148.1457531,168,0,148.1457531,0,192.2165721,1
03110-1-01,TO,5,40,5,0,0,0,0,4,1,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,62.5,1543,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,66.68,36.47,13.59,51.25999999999999,2.146302,137.33543423999998,168,56.72,80.61543424,5.779983120000026,113.22386124000002,1
03112-1-01,TO,1,24,1,0,0,0,0,2.4,0,0,1,0,0,0,2,2,2,1,0,0,1,0,0,0,1,600,1544,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,54.74,28.47,10.36,74.42999999999999,12.648066,461.35513304,168,369,92.35513303999998,230.9999998,722.1244025800002,1
03112-1-01,TD,1,7.75,1,1,0,0,0,0.775,0,0,1,0,0,0,2,2,2,1,0,0,1,0,0,0,1,600,1544,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,54.74,28.47,10.36,74.42999999999999,12.648066,461.35513304,168,369,92.35513303999998,230.9999998,722.1244025800002,1
03113-1-01,TO,6,70,6,0,0,0,0,7,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,107.5,1545,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,83.46,30.3,4.26,49.98000000000001,1.810673,118.8788125,168,75.26,43.6188125,32.239956079999985,94.81681495999996,1
03114-1-02,TC,1,18.13,1,0,1,0,0,1.813,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,165,1546,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,27.48,59.5,10.47,70.55000000000001,3.179738,2.3192002399999723,168,79.93999999999998,87.37920023999999,85.06000000000003,307.54626786,1
03117-1-01,TO,1,10,1,0,0,0,0,1,1,0,1,0,1,0,0,3,1,0,1,0,0,0,0,1,0,173.08,1547,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,23.21,76.39,10.6,57.79999999999999,8.370832,106.31009069307692,168,85.10000000000001,44.28701377,87.9769200269231,816.1555957069231,1
03117-1-02,TO,1,45,1,0,0,0,0,4.5,1,0,1,0,0,0,0,3,1,0,0,1,0,0,0,1,0,173.08,1548,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,66.06,36.44,4.32,61.18,3.214165,124.35084190307693,168,85.10000000000001,62.32776498,87.9768979969231,218.98626339692305,1
03117-1-02,TD,5,21.06,5,1,0,0,0,2.106,1,0,1,0,0,0,0,3,1,0,0,1,0,0,0,1,0,173.08,1548,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,66.06,36.44,4.32,61.18,3.214165,124.35084190307693,168,85.10000000000001,62.32776498,87.9768979969231,218.98626339692305,1
03120-1-02,TD,2,69.91,2,1,0,0,0,6.991,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,154.5,1549,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,76.79,30.97,12.89,47.349999999999994,3.066723,144.99365916999997,168,64,235.49365916999997,90.50000000000006,225.0064707800001,1
03120-1-02,TC,2,6.88,2,0,1,0,0,0.688,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,154.5,1549,2,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,76.79,30.97,12.89,47.349999999999994,3.066723,144.99365916999997,168,64,235.49365916999997,90.50000000000006,225.0064707800001,1
03121-1-02,TO,2,40,2,0,0,0,0,4,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,201.39,1550,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,49.1,26.56,5.79,86.55,3.12236,61.85897251111111,168,109.94,28.3078614,91.44890348888887,192.4572494888889,1
03121-1-02,TD,2,9.1,2,1,0,0,0,0.91,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,201.39,1550,2,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,49.1,26.56,5.79,86.55,3.12236,61.85897251111111,168,109.94,28.3078614,91.44890348888887,192.4572494888889,1
03123-1-05,TO,5,36,5,0,0,0,0,3.6,0,1,0,0,1,0,2,2,1,0,0,0,0,0,0,1,0,175.18,1551,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,73.48,10.84,3.95,79.72999999999999,3.223577,131.7423361819718,168,70.05,111.86839252,105.1261017780282,152.80280560802825,1
03123-1-05,TD,7,37.46,7,1,0,0,0,3.746,0,1,0,0,1,0,2,2,1,0,0,0,0,0,0,1,0,175.18,1551,2,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,73.48,10.84,3.95,79.72999999999999,3.223577,131.7423361819718,168,70.05,111.86839252,105.1261017780282,152.80280560802825,1
03129-1-02,TO,5,25,5,0,0,0,0,2.5,1,0,0,0,1,0,1,3,1,1,1,0,0,1,0,0,0,50,1552,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,60.18,42,8.18,57.63999999999999,2.646519,130.0474969,168,20.78,109.2674969,29.22001652,162.02233994000005,1
03129-1-02,TD,7,35.18,7,1,0,0,0,3.518,1,0,0,0,1,0,1,3,1,1,1,0,0,1,0,0,0,50,1552,2,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,60.18,42,8.18,57.63999999999999,2.646519,130.0474969,168,20.78,109.2674969,29.22001652,162.02233994000005,1
03130-1-01,TO,1,42,1,0,0,0,0,4.2,1,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,110,1553,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,82.37,24.64,6.52,54.47,2.826173,245.11189494,168,122.32,122.79189494,-12.320024930000017,75.74352574999995,1
03130-1-01,TD,5,27.61,5,1,0,0,0,2.761,1,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,110,1553,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,82.37,24.64,6.52,54.47,2.826173,245.11189494,168,122.32,122.79189494,-12.320024930000017,75.74352574999995,1
03130-1-01,TC,5,12.76,5,0,1,0,0,1.276,1,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,110,1553,3,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,82.37,24.64,6.52,54.47,2.826173,245.11189494,168,122.32,122.79189494,-12.320024930000017,75.74352574999995,1
03130-1-02,TO,5,20,5,0,0,0,0,2,1,0,1,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,1554,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,55.91,46.43,8.31,57.349999999999994,1.833993,102.53856312,168,0,102.53856312,-1.4489999998090752e-5,100.39276233,1
03130-1-02,TD,5,26.38,5,1,0,0,0,2.638,1,0,1,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,1554,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,55.91,46.43,8.31,57.349999999999994,1.833993,102.53856312,168,0,102.53856312,-1.4489999998090752e-5,100.39276233,1
03131-1-01,TO,5,48,5,0,0,0,0,4.8,0,0,1,0,0,0,0,2,2,1,0,1,0,1,0,0,0,112.5,1555,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,58,24.39,7.23,78.38,2.5168,115.1644,168,81.69,33.4744,30.81,110.391216,1
03131-1-01,TD,1,10,1,1,0,0,0,1,0,0,1,0,0,0,0,2,2,1,0,1,0,1,0,0,0,112.5,1555,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,58,24.39,7.23,78.38,2.5168,115.1644,168,81.69,33.4744,30.81,110.391216,1
