PeID,WeID,choice,Tw,Tf1,Tf2,Tc,w,Ec,ta,mod_TD,mod_TC,mod_ED,mod_CP,T_mod_10h,female,zona_centro,zona_sur,edad_65mas,n_trabajadores,vive_pareja,educ_secundaria,educ_tecnica,educ_universitaria,quintil_3,quintil_4,quintil_5,avl_1,avl_2,avl_3,avl_4,avl_5,avl_6,avl_7,chc_1,chc_2,chc_3,chc_4,chc_5,chc_6,chc_7,wd_1,wd_2,wd_3,wd_4,wd_5,wd_6,wd_7,wc_1,wc_2
4535,2,1,46.8,45.85,11.94,63.41,8.521351,206.660120290909,168,1,0,0,0,0.642,0,0,1,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4535,3,1,46.8,45.85,11.94,63.41,8.521351,206.660120290909,168,0,1,0,0,0.038,0,0,1,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4536,1,5,69.28,36.61,8.48,53.63,3.323891,130.90918304,168,0,0,0,0,6,0,1,0,0,3,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
4537,1,1,68.09,25.89,15.12,58.9,3.909512,212.78869851,168,1,0,0,0,5.27,1,1,0,0,3,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4537,2,1,68.09,25.89,15.12,58.9,3.909512,212.78869851,168,0,0,0,1,0.832,1,1,0,0,3,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4538,1,1,56.77,43.35,5.72,62.16,4.772975,145.87180883,168,0,0,0,0,5,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4539,1,6,88.9,17.12,7.65,54.33,4.675794,183.4481184,168,0,0,0,0,8.4,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
4540,1,5,35.55,23.66,10.51,98.28,2.937723,104.43605265,168,1,0,0,0,3.555,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
4541,1,1,58.65,43.99,5.04,60.32,2.419227,98.8476458,168,0,0,0,0,4.5,0,0,0,0,2,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4541,2,1,58.65,43.99,5.04,60.32,2.419227,98.8476458,168,1,0,0,0,0.705,0,0,0,0,2,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4542,1,1,72.88,38.61,6.67,49.84,3.25406,172.59591232,168,0,0,0,0,4.4,1,0,0,0,2,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4542,2,1,72.88,38.61,6.67,49.84,3.25406,172.59591232,168,1,0,0,0,1.758,1,0,0,0,2,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4542,3,1,72.88,38.61,6.67,49.84,3.25406,172.59591232,168,0,1,0,0,1.13,1,0,0,0,2,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4543,1,3,51.73,46.02,14.5,55.75,3.491914,78.90670703,168,0,0,0,0,4.5,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
4543,2,2,51.73,46.02,14.5,55.75,3.491914,78.90670703,168,1,0,0,0,0.657,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4544,1,1,46.32,40.84,9.15,71.69,2.24362,56.87446032,168,0,0,0,0,4.5,0,0,1,0,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4545,1,2,69.5,34.46,4.58,59.46,2.840358,147.164899,168,0,0,0,0,4.5,1,0,1,0,3,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4546,1,2,60.02,34.65,8.92,64.41,0.765833,45.96527042,168,0,0,0,0,4.5,1,0,1,0,3,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4546,2,5,60.02,34.65,8.92,64.41,0.765833,45.96527042,168,1,0,0,0,1.47,1,0,1,0,3,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
4546,3,5,60.02,34.65,8.92,64.41,0.765833,45.96527042,168,0,0,0,1,1.438,1,0,1,0,3,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
4547,1,2,86.41,14.84,7.25,59.5,2.757341,188.61187197,168,0,0,0,0,4.8,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4547,2,7,86.41,14.84,7.25,59.5,2.757341,188.61187197,168,1,0,0,0,2.946,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
4548,1,1,78.26,17.42,6.3,66.02,3.911673,180.02752586,168,0,0,0,0,4.5,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4548,2,1,78.26,17.42,6.3,66.02,3.911673,180.02752586,168,1,0,0,0,3.326,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4549,1,1,50.81,38.81,8.83,69.55,0.703045,21.22171046,168,0,0,0,0,4.9,0,0,1,0,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4550,1,1,85.74,18.49,5.85,57.92,6.39786,250.17248544,168,0,0,0,0,7,0,0,0,0,2,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4551,1,1,92.56,9.61,11.38,54.45,1.876329,111.00304608,168,0,0,0,0,7,1,0,0,0,2,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4551,2,1,92.56,9.61,11.38,54.45,1.876329,111.00304608,168,0,1,0,0,2.072,1,0,0,0,2,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4552,1,2,49.16,55.14,5.59,58.11,3.747447,120.22449884,168,0,0,0,0,3,1,1,0,0,3,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4553,1,2,57.2,40.88,5.11,64.81,2.917716,109.3033832,168,0,0,0,0,4,0,1,0,0,3,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4553,2,5,57.2,40.88,5.11,64.81,2.917716,109.3033832,168,1,0,0,0,1.72,0,1,0,0,3,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
4554,1,5,26.3,32.53,10.61,98.56,3.060249,80.4845487,168,0,1,0,0,0.564,1,1,0,0,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
4555,1,2,42.9,38.08,14.99,72.03,3.175873,100.574366904678,168,1,0,0,0,4.29,1,1,0,0,2,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4556,1,5,50.13,42.34,8.92,66.61,2.954925,166.43042013,168,0,0,0,0,1.2,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
4557,1,2,50.94,44.27,3.11,69.68,3.135142,44.2995420167959,168,0,0,0,0,4,0,0,0,0,5,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4557,2,2,50.94,44.27,3.11,69.68,3.135142,44.2995420167959,168,1,0,0,0,0.621,0,0,0,0,5,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4558,1,5,11.75,38.48,7.72,110.05,3.092342,36.3350185,168,1,0,0,0,1.175,1,0,0,0,2,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
4558,2,2,11.75,38.48,7.72,110.05,3.092342,36.3350185,168,0,0,1,0,4.282,1,0,0,0,2,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4559,1,5,54.54,21.9,7.51,84.05,1.632323,114.76691024,168,1,0,0,0,2.454,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
4559,2,2,54.54,21.9,7.51,84.05,1.632323,114.76691024,168,0,0,0,1,1.708,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4560,1,1,88.11,17.79,9.71,52.39,7.338308,440.41832463,168,0,0,0,0,4,0,0,1,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4560,2,7,88.11,17.79,9.71,52.39,7.338308,440.41832463,168,1,0,0,0,2.12,0,0,1,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
4560,3,1,88.11,17.79,9.71,52.39,7.338308,440.41832463,168,0,1,0,0,2.691,0,0,1,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4561,1,7,44.34,66.49,5.8,51.37,3.031293,100.52750962,168,0,0,0,0,3,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
4561,2,1,44.34,66.49,5.8,51.37,3.031293,100.52750962,168,1,0,0,0,1.33,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4562,1,1,77.62,17.4,10.17,62.81,4.5796,267.11852624,168,0,0,0,0,2.5,1,1,0,0,2,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4562,2,1,77.62,17.4,10.17,62.81,4.5796,267.11852624,168,0,1,0,0,2.097,1,1,0,0,2,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4563,1,1,52.92,49.79,9.98,55.31,7.557435,183.09947808,168,0,0,0,0,4.5,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4564,1,5,72.39,22.54,13.03,60.04,3.368707,139.807412756667,168,0,0,0,0,4,1,0,0,0,4,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
4565,1,2,6.01,31.62,10.89,119.48,2.941875,17.68066875,168,0,0,1,0,4.982,1,0,0,0,4,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4566,1,2,52.1,34.43,14.36,67.11,3.15603,77.7213911222222,168,0,0,0,0,4,1,0,0,0,4,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4567,1,1,50.84,28.02,16.65,72.49,4.110923,70.2548964355556,168,0,0,0,0,4.8,0,0,0,0,4,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4568,1,1,88.71,22.71,5.77,50.81,2.56648,111.38243133,168,0,0,0,0,8.4,0,1,0,0,2,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4568,2,1,88.71,22.71,5.77,50.81,2.56648,111.38243133,168,1,0,0,0,0.258,0,1,0,0,2,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4568,3,1,88.71,22.71,5.77,50.81,2.56648,111.38243133,168,0,1,0,0,0.213,0,1,0,0,2,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4569,1,7,72.51,36.54,9.76,49.19,3.876534,186.67752042,168,0,0,0,0,3.7,1,1,0,0,2,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
4570,1,6,66.29,36.13,7.44,58.14,2.391383,85.7709936703876,168,0,0,0,0,5.4,1,0,1,0,2,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
4571,1,5,23.99,61.94,9.76,72.31,3.016074,72.35561526,168,0,1,0,0,0.721,1,0,1,0,2,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
4572,1,1,74.85,17.78,15.64,59.73,2.526185,133.5149665,168,0,0,0,0,5,1,1,0,0,2,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4572,2,1,74.85,17.78,15.64,59.73,2.526185,133.5149665,168,1,0,0,0,2.485,1,1,0,0,2,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4573,1,1,67.93,38.14,6.89,55.04,1.031803,70.0903603,168,0,0,0,0,4.5,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4574,1,2,50.12,30.93,7.05,79.9,2.328031,107.3809126,168,0,0,0,0,2,1,1,0,0,3,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4574,2,2,50.12,30.93,7.05,79.9,2.328031,107.3809126,168,1,0,0,0,3.012,1,1,0,0,3,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4575,1,5,62.7,30.25,7.26,67.79,7.904015,37.5717306,168,0,0,0,0,4.8,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
4575,2,1,62.7,30.25,7.26,67.79,7.904015,37.5717306,168,0,0,0,1,2.268,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4576,1,2,51.47,36.19,8.1,72.24,2.343089,60.14881074,168,0,0,0,0,4.5,0,0,0,0,3,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4576,2,2,51.47,36.19,8.1,72.24,2.343089,60.14881074,168,1,0,0,0,0.647,0,0,0,0,3,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4577,1,5,63.24,36.57,7.68,60.51,3.560024,147.40592672,168,0,0,0,0,4.5,1,0,0,0,2,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
4578,1,1,60.62,30.97,5.66,70.75,13.413593,213.795319273333,168,0,0,0,0,4,1,0,1,0,3,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4578,2,1,60.62,30.97,5.66,70.75,13.413593,213.795319273333,168,1,0,0,0,1.276,1,0,1,0,3,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4578,3,7,60.62,30.97,5.66,70.75,13.413593,213.795319273333,168,0,1,0,0,0.786,1,0,1,0,3,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
4579,1,1,67.95,42.52,6.09,51.44,11.18649,220.7020045,168,0,0,0,0,4,0,0,1,1,3,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4579,2,1,67.95,42.52,6.09,51.44,11.18649,220.7020045,168,1,0,0,0,2.656,0,0,1,1,3,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4580,1,5,42.06,29.19,15.65,81.1,2.947439,123.96928434,168,1,0,0,0,4.054,1,0,1,0,3,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
4581,1,1,38.79,27.07,19.51,82.63,3.989118,133.20789321,168,0,0,0,0,2,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4581,2,1,38.79,27.07,19.51,82.63,3.989118,133.20789321,168,1,0,0,0,1.788,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4582,1,5,77.8,18.21,8.67,63.32,3.976837,274.07792,168,0,0,0,0,2.5,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
4582,2,5,77.8,18.21,8.67,63.32,3.976837,274.07792,168,0,1,0,0,1.038,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
4583,1,1,54.21,37.38,8.52,67.89,1.099312,36.38373021,168,0,0,0,0,5.1,0,1,0,0,2,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4584,1,1,60.95,29.75,9.73,67.57,19.038452,407.16363025,168,0,0,0,0,5,0,0,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4584,2,1,60.95,29.75,9.73,67.57,19.038452,407.16363025,168,1,0,0,0,0.859,0,0,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4584,3,1,60.95,29.75,9.73,67.57,19.038452,407.16363025,168,0,1,0,0,0.236,0,0,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4585,1,2,75.2,24.88,11.34,56.58,2.738388,154.2967942,168,0,0,0,0,4.5,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4586,1,4,53.12,63.92,5.97,44.99,9.440613,256.438509084932,168,0,0,0,0,4,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
4586,2,7,53.12,63.92,5.97,44.99,9.440613,256.438509084932,168,0,0,1,0,0.959,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
4587,1,2,58.95,29.16,11.09,68.8,2.664173,151.44298645,168,0,0,0,0,4.5,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4588,1,7,11.97,47.67,10.97,97.39,2.982643,35.70223671,168,0,0,1,0,3.322,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
4589,1,5,81.8,19.61,5.99,60.6,3.065139,250.7283702,168,1,0,0,0,4.691,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
4589,2,5,81.8,19.61,5.99,60.6,3.065139,250.7283702,168,0,1,0,0,3.489,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
4590,1,7,59.75,40.69,6.4,61.16,5.670606,154.783728,168,1,0,0,0,1.805,1,0,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
4590,2,2,59.75,40.69,6.4,61.16,5.670606,154.783728,168,0,1,0,0,0.17,1,0,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4590,3,7,59.75,40.69,6.4,61.16,5.670606,154.783728,168,0,0,0,1,0.528,1,0,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
4591,1,2,67.89,19.96,10.5,69.65,3.127732,212.34172548,168,1,0,0,0,5.815,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4592,1,2,8.14,74.69,3.12,82.05,3.365203,27.39275242,168,1,0,0,0,0.76,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4593,1,6,77.6,12.86,12.48,65.06,5.312806,182.2937504,168,0,0,0,0,4,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
4594,1,2,64.36,33.36,8.03,62.25,3.543579,160.35472048,168,0,0,0,0,4.5,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4594,2,5,64.36,33.36,8.03,62.25,3.543579,160.35472048,168,1,0,0,0,1.936,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
4595,1,4,54.24,22.65,11.88,79.23,3.147391,85.19448784,168,1,0,0,0,5.371,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
4596,1,5,27,39.34,11.71,89.95,3.101772,83.747844,168,1,0,0,0,2.698,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
4597,1,5,69.22,12.18,13.4,73.2,22.494155,626.29538284,168,0,0,0,0,5,0,1,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
4598,1,7,71.31,34.14,8.86,53.69,3.008907,168.03514165,168,0,0,0,0,2.5,1,1,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
4598,2,1,71.31,34.14,8.86,53.69,3.008907,168.03514165,168,0,0,0,1,0.882,1,1,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4599,1,7,50.76,41.5,12.04,63.7,13.962574,328.910569535073,168,0,0,0,0,4.8,0,0,1,0,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
4600,1,1,44.48,47.3,14.77,61.45,3.680247,92.927376,168,0,0,0,0,4,0,1,0,0,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4601,1,2,60.39,34.06,10.06,63.49,2.820867,90.2206215484615,168,0,0,0,0,4.5,1,1,0,0,3,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4602,1,1,49.38,51.52,6.91,60.19,4.634478,98.45054438,168,0,0,0,0,4,0,0,0,0,3,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4603,1,1,50.68,19.19,15.19,82.94,5.930405,114.028315095385,168,0,0,0,0,4.2,0,1,0,0,2,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4604,1,2,73.48,28.96,11.02,54.54,3.260161,171.39661312,168,0,0,0,0,4.5,1,1,0,0,3,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4604,2,7,73.48,28.96,11.02,54.54,3.260161,171.39661312,168,1,0,0,0,2.839,1,1,0,0,3,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
4605,1,5,46.2,58.01,5.39,58.4,1.595494,73.7118144,168,1,0,0,0,2.22,0,1,0,0,3,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
4606,1,2,7.42,49.23,7.29,104.06,2.953169,21.91251398,168,0,0,1,0,4.248,1,1,0,0,3,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4607,1,1,75.2,33.91,7.22,51.67,4.739475,244.5985088,168,0,0,0,0,4,0,1,0,0,2,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4607,2,1,75.2,33.91,7.22,51.67,4.739475,244.5985088,168,1,0,0,0,1.345,0,1,0,0,2,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4607,3,1,75.2,33.91,7.22,51.67,4.739475,244.5985088,168,0,1,0,0,2.175,0,1,0,0,2,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4608,1,7,61.25,19.43,20.2,67.12,2.684302,39.2976627983725,168,0,0,0,0,4,1,0,1,1,2,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
4608,2,7,61.25,19.43,20.2,67.12,2.684302,39.2976627983725,168,1,0,0,0,2.125,1,0,1,1,2,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
