PeID,WeID,choice,Tw,Tf1,Tf2,Tc,w,Ec,ta,mod_TD,mod_TC,mod_ED,mod_CP,T_mod_10h,female,zona_centro,zona_sur,edad_65mas,n_trabajadores,vive_pareja,educ_secundaria,educ_tecnica,educ_universitaria,quintil_3,quintil_4,quintil_5,avl_1,avl_2,avl_3,avl_4,avl_5,avl_6,avl_7,chc_1,chc_2,chc_3,chc_4,chc_5,chc_6,chc_7,wd_1,wd_2,wd_3,wd_4,wd_5,wd_6,wd_7,wc_1,wc_2
1,1,7,61.25,17.46,12.58,76.71,3.959658,118.5790285,168,0,0,0,0,4.8,0,0,0,0,2,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
1,2,2,61.25,17.46,12.58,76.71,3.959658,118.5790285,168,1,0,0,0,1.227,0,0,0,0,2,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
2,1,6,65.81,24.23,10.64,67.32,3.997689,139.13788734,168,0,0,0,0,4.5,1,0,0,0,2,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
3,1,2,66.51,23.56,9.99,67.94,1.027351,68.32911771,168,0,0,0,0,4.5,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
3,2,2,66.51,23.56,9.99,67.94,1.027351,68.32911771,168,1,0,0,0,2.151,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4,1,5,12.79,78.66,11.88,64.67,3.134717,40.09303043,168,1,0,0,0,1.279,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
5,1,5,61.04,31.41,8,67.55,2.100166,59.89414264,168,0,0,0,0,6,0,0,0,0,3,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6,1,2,53.07,52.11,5.85,56.97,3.008345,77.68286899,168,0,0,0,0,5,0,0,0,0,3,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
7,1,1,51.8,38.87,15.56,61.77,6.237903,162.0433796,168,0,0,0,0,4.5,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
7,2,1,51.8,38.87,15.56,61.77,6.237903,162.0433796,168,1,0,0,0,0.68,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8,1,5,31.62,49.05,12,75.33,2.99152,94.5918624,168,1,0,0,0,3.162,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
9,1,2,77.06,31.36,6.2,53.38,3.1810330000000002,245.13040298,168,1,0,0,0,3.743,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
10,1,5,47.17,33.05,12.36,75.42,14.254286,313.32467332,168,1,0,0,0,0.717,0,1,0,0,2,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
11,1,5,75.16,38.82,8.36,45.66,3.712825,168.58594048,168,0,0,0,0,5,0,1,0,0,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
12,1,1,77.67,32.2,6.86,51.27,3.798088,183.35751767,168,0,0,0,0,6.5,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
12,2,1,77.67,32.2,6.86,51.27,3.798088,183.35751767,168,1,0,0,0,1.258,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
13,1,1,58.17,34.45,9.3,66.08,4.422605,124.988124938027,168,0,0,0,0,4,1,0,1,0,2,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
13,2,1,58.17,34.45,9.3,66.08,4.422605,124.988124938027,168,1,0,0,0,1.267,1,0,1,0,2,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
13,3,1,58.17,34.45,9.3,66.08,4.422605,124.988124938027,168,0,1,0,0,0.55,1,0,1,0,2,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
14,1,1,58.44,28.2,10.67,70.69,3.520064,70.07251384,168,0,0,0,0,4,1,0,1,0,2,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
15,1,1,52.99,48.59,3.9,62.52,33.771639,641.39914846,168,0,0,0,0,4,0,1,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
15,2,5,52.99,48.59,3.9,62.52,33.771639,641.39914846,168,1,0,0,0,1.299,0,1,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
16,1,1,53.92,47.81,6.42,59.85,4.7225,107.01722016,168,0,0,0,0,4.4,1,1,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
17,1,1,47.96,28.93,11.23,79.88,8.842511,135.29680876,168,0,0,0,0,4,1,1,0,0,3,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
18,1,1,62.06,25.63,12.46,67.85,5.640839,180.59048606,168,0,0,0,0,4.8,0,0,0,0,2,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
19,1,5,29.9,35.84,22.8,79.46,3.008059,13.2448971543933,168,1,0,0,0,2.988,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
20,1,5,40.97,64.13,12.11,50.79,3.025548,26.11670156,168,1,0,0,0,4.097,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
21,1,5,80.26,5.58,10.45,71.71,3.597166,288.70854316,168,1,0,0,0,8.026,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
22,1,1,52.58,41.84,11.39,62.19,2.64174,106.43268134,168,0,0,0,0,4,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
23,1,1,54.5,31.72,7.35,74.43,2.206263,88.8013185,168,0,0,0,0,4.8,0,1,0,0,2,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
24,1,2,60.82,32.59,9.74,64.85,3.476739,125.326780136344,168,0,0,0,0,4.5,0,1,0,0,3,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
25,1,5,74.15,29.4,5.55,58.9,4.461359,263.231972264516,168,1,0,0,0,5.297,1,1,0,0,3,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
26,1,1,62.38,24.71,10.57,70.34,3.0454,189.972052,168,1,0,0,0,2.218,1,0,0,0,2,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
26,2,7,62.38,24.71,10.57,70.34,3.0454,189.972052,168,0,1,0,0,4.02,1,0,0,0,2,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
27,1,7,69.85,43.02,11.68,43.45,4.083798,169.432890417391,168,0,0,0,0,5,1,1,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
28,1,1,31.82,33.08,5.07,98.03,2.976366,88.64793986,168,0,0,0,0,0.5,1,1,0,0,4,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28,2,5,31.82,33.08,5.07,98.03,2.976366,88.64793986,168,1,0,0,0,1.887,1,1,0,0,4,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
28,3,1,31.82,33.08,5.07,98.03,2.976366,88.64793986,168,0,1,0,0,0.795,1,1,0,0,4,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28,4,5,31.82,33.08,5.07,98.03,2.976366,88.64793986,168,0,0,1,0,3.318,1,1,0,0,4,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
29,1,5,91.01,7.88,5.67,63.44,0.8884,77.51330279,168,1,0,0,0,2.044,1,1,0,0,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
30,1,1,98.8,18.12,4.67,46.41,6.202948,379.4112972,168,0,0,0,0,4.4,1,0,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
30,2,1,98.8,18.12,4.67,46.41,6.202948,379.4112972,168,0,1,0,0,3.239,1,0,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
31,1,1,68.58,30.39,8.52,60.51,7.127654,281.30452208,168,0,0,0,0,4,0,0,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
31,2,1,68.58,30.39,8.52,60.51,7.127654,281.30452208,168,1,0,0,0,1.92,0,0,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
31,3,1,68.58,30.39,8.52,60.51,7.127654,281.30452208,168,0,1,0,0,0.938,0,0,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
32,1,1,15.49,51.31,5.66,95.54,3.103409,48.07180541,168,1,0,0,0,1.136,0,0,0,0,2,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
33,1,5,47.11,55.48,8.64,56.77,0.133731,6.30005066,168,0,0,0,0,4.5,0,0,1,0,3,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
34,1,1,53.26,35.32,12.91,66.51,12.208294,328.76371608,168,0,0,0,0,4.5,0,0,1,0,2,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
34,2,1,53.26,35.32,12.91,66.51,12.208294,328.76371608,168,1,0,0,0,0.786,0,0,1,0,2,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
34,3,1,53.26,35.32,12.91,66.51,12.208294,328.76371608,168,0,1,0,0,0.04,0,0,1,0,2,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
35,1,1,87.99,15.1,7.21,57.7,3.094177,272.25663423,168,1,0,0,0,8.743,1,0,1,0,2,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
35,2,1,87.99,15.1,7.21,57.7,3.094177,272.25663423,168,0,1,0,0,0.056,1,0,1,0,2,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
36,1,2,10.67,35.5,6.44,115.39,3.259843,34.78252481,168,1,0,0,0,1.067,1,0,1,0,2,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
36,2,1,10.67,35.5,6.44,115.39,3.259843,34.78252481,168,0,0,1,0,5.411,1,0,1,0,2,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37,1,5,36.19,40.38,9.63,81.8,3.107775,112.47037725,168,0,1,0,0,0.749,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
38,1,5,34.01,33.42,5.82,94.75,2.968391,60.1558253676271,168,1,0,0,0,3.401,1,1,0,1,2,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
39,1,1,55.41,30.7,11.59,70.3,13.487442,330.86918098,168,0,0,0,0,4,1,0,1,1,3,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
39,2,1,55.41,30.7,11.59,70.3,13.487442,330.86918098,168,1,0,0,0,1.541,1,0,1,1,3,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
40,1,1,76.25,31.1,6.21,54.44,3.273484,127.012062638889,168,0,0,0,0,6,1,0,1,0,2,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
40,2,1,76.25,31.1,6.21,54.44,3.273484,127.012062638889,168,0,1,0,0,0.011,1,0,1,0,2,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
41,1,1,49.76,62.22,8.02,48,5.385343,114.725790151111,168,0,0,0,0,4.4,1,0,1,0,2,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
42,1,2,71.07,36.76,11.95,48.22,2.852962,200.91997966,168,0,0,0,0,4.5,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
42,2,5,71.07,36.76,11.95,48.22,2.852962,200.91997966,168,1,0,0,0,2.607,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
43,1,1,62.58,35.37,6.87,63.18,40.077886,731.28407388,168,0,0,0,0,6,0,1,0,1,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
44,1,5,69.73,27.65,12.58,58.04,5.684662,232.54147901,168,0,0,0,0,4.5,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
45,1,1,23.45,38.98,10.01,95.56,3.093519,72.54302055,168,1,0,0,0,2.345,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
46,1,7,75.81,27.7,14.02,50.47,2.84351,167.278529304951,168,0,0,0,0,4,1,1,0,0,3,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
47,1,6,74.54,20.94,13.85,58.67,7.569237,254.6509037,168,0,0,0,0,7,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
48,1,1,56.96,31.02,18.93,61.09,3.106725,176.959056,168,0,1,0,0,0.014,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
48,2,1,56.96,31.02,18.93,61.09,3.106725,176.959056,168,0,0,1,0,1.777,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
49,1,1,24.35,47.87,7.12,88.66,3.03938,74.008903,168,1,0,0,0,2.435,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
50,1,3,54.25,38.3,12.83,62.62,2.879951,125.07732475,168,0,0,0,0,2,1,1,0,0,2,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
50,2,5,54.25,38.3,12.83,62.62,2.879951,125.07732475,168,1,0,0,0,3.424,1,1,0,0,2,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
51,1,1,61.7,33.59,11.57,61.14,7.16786,299.3369583,168,0,0,0,0,4,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
51,2,1,61.7,33.59,11.57,61.14,7.16786,299.3369583,168,1,0,0,0,1.008,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
52,1,1,58.34,32.55,7.45,69.66,3.038659,177.27536606,168,1,0,0,0,4.376,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
53,1,7,56.34,47.69,6.22,57.75,6.213444,246.53546588,168,1,0,0,0,0.679,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
53,2,1,56.34,47.69,6.22,57.75,6.213444,246.53546588,168,0,1,0,0,0.955,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
54,1,7,51.64,30.53,21.41,64.42,5.057747,138.57203208,168,0,0,0,0,4,0,1,0,0,2,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
55,1,2,8.17,64.88,6.4,88.55,2.910447,23.77835199,168,0,0,1,0,2.462,1,1,0,0,2,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
56,1,1,63.7,54.44,7.12,42.74,5.690309,188.6026608,168,0,0,0,0,4.5,0,0,0,0,3,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
56,2,7,63.7,54.44,7.12,42.74,5.690309,188.6026608,168,1,0,0,0,1.743,0,0,0,0,3,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
57,1,5,58.08,36.63,13.51,59.78,2.659997,121.16263184,168,0,0,0,0,4,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
58,1,2,68.42,46.22,4.72,48.64,2.661622,162.63819284,168,0,0,0,0,3.5,1,0,0,0,2,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
58,2,5,68.42,46.22,4.72,48.64,2.661622,162.63819284,168,0,1,0,0,0.707,1,0,0,0,2,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
59,1,2,65.36,45.38,10.74,46.52,2.702575,49.972405208324,168,0,0,0,0,4.5,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
60,1,2,69.15,24.71,10.74,63.4,4.005066,224.44028745,168,0,0,0,0,1.2,1,1,0,0,3,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
60,2,1,69.15,24.71,10.74,63.4,4.005066,224.44028745,168,1,0,0,0,4.664,1,1,0,0,3,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
60,3,5,69.15,24.71,10.74,63.4,4.005066,224.44028745,168,0,1,0,0,1.051,1,1,0,0,3,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
61,1,5,36.56,27.42,12.83,91.19,4.066406,111.64780552,168,0,0,0,0,0.9,1,0,1,0,2,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
62,1,2,47.39,30.05,9.99,80.57,2.767243,81.4951063129078,168,0,0,0,0,0.6,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
62,2,2,47.39,30.05,9.99,80.57,2.767243,81.4951063129078,168,1,0,0,0,4.124,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
63,1,1,52.53,41.88,11.11,62.48,2.405518,48.57184077,168,0,0,0,0,4.8,1,0,0,0,2,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
64,1,1,79.31,40.85,4.84,43,2.63779,142.31314692,168,1,0,0,0,1.593,1,0,0,0,2,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
65,1,1,11.41,83.74,5.88,66.97,3.36889,38.4390349,168,1,0,0,0,1.138,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
66,1,1,33.95,16.79,17.16,100.1,3.062645,87.72679775,168,1,0,0,0,3.395,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
67,1,1,59.26,42.84,10.58,55.32,8.97514,216.22678422,168,0,0,0,0,3.3,1,0,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
67,2,1,59.26,42.84,10.58,55.32,8.97514,216.22678422,168,1,0,0,0,2.626,1,0,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
68,1,5,64.56,15.85,8.03,79.56,2.017727,108.39447512,168,0,0,0,0,3.5,1,0,0,0,4,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
68,2,5,64.56,15.85,8.03,79.56,2.017727,108.39447512,168,1,0,0,0,2.91,1,0,0,0,4,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
69,1,1,57.63,38.29,10.57,61.51,4.42097,154.3404649,168,0,0,0,0,4,0,0,1,0,3,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
69,2,1,57.63,38.29,10.57,61.51,4.42097,154.3404649,168,0,1,0,0,0.17,0,0,1,0,3,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
70,1,1,67.11,46.94,4.38,49.57,2.738096,120.98363767,168,0,0,0,0,4.8,1,0,1,0,3,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
71,1,1,74.59,39.33,7.18,46.9,6.270937,288.331746392881,168,0,0,0,0,4.5,1,0,1,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
72,1,2,53.38,57.19,10.42,47.01,4.700895,134.77376198,168,0,0,0,0,4.5,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
72,2,1,53.38,57.19,10.42,47.01,4.700895,134.77376198,168,1,0,0,0,0.838,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
73,1,5,32.91,12.69,9.79,112.61,1.829655,11.3074270408696,168,0,0,0,0,1.8,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
73,2,5,32.91,12.69,9.79,112.61,1.829655,11.3074270408696,168,1,0,0,0,1.491,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
74,1,5,49.53,50.21,7.46,60.8,3.164193,156.72247929,168,1,0,0,0,4.239,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
75,1,1,46.33,40.79,6.94,73.94,3.153856,146.11814848,168,1,0,0,0,4.633,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
75,2,1,46.33,40.79,6.94,73.94,3.153856,146.11814848,168,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
76,1,1,74.46,35.47,5.16,52.91,4.253828,213.15998376,168,0,0,0,0,4,1,0,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
76,2,1,74.46,35.47,5.16,52.91,4.253828,213.15998376,168,1,0,0,0,2.704,1,0,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
76,3,1,74.46,35.47,5.16,52.91,4.253828,213.15998376,168,0,1,0,0,0.742,1,0,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
77,1,5,67.52,42.24,7.07,51.17,6.627594,257.5151454,168,1,0,0,0,2.252,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
78,1,5,15.38,71.16,10.39,71.07,3.057089,47.01802882,168,1,0,0,0,1.522,0,1,0,0,4,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
78,2,5,15.38,71.16,10.39,71.07,3.057089,47.01802882,168,0,1,0,0,0.016,0,1,0,0,4,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
